plot,species,abundance,day,month,year,habitat,hab_type
T1,Appias albina,1,15,10,2003,agriculture,open
T1,Argyreus hyperbius,1,15,10,2003,agriculture,open
T1,Ariadne ariadne,2,15,10,2003,agriculture,open
T1,Astictopterus jama,1,15,10,2003,agriculture,open
T1,Cethosia biblis,6,15,10,2003,agriculture,open
T1,Cyrestis thyodamas,1,15,10,2003,agriculture,open
T1,Danaus genutia,1,15,10,2003,agriculture,open
T1,Euploea mulciber,5,15,10,2003,agriculture,open
T1,Eurema hecabe,1,15,10,2003,agriculture,open
T1,Graphium sarpedon,1,15,10,2003,agriculture,open
T1,Hypolimnas bolina,1,15,10,2003,agriculture,open
T1,Jamides alecto,1,15,10,2003,agriculture,open
T1,Junonia almana,1,15,10,2003,agriculture,open
T1,Lethe confusa,1,15,10,2003,agriculture,open
T1,Lethe syrcis,3,15,10,2003,agriculture,open
T1,Neptis clinia,1,15,10,2003,agriculture,open
T1,Neptis namba,1,15,10,2003,agriculture,open
T1,Papilio helenus,1,15,10,2003,agriculture,open
T1,Papilio paris,1,15,10,2003,agriculture,open
T1,Parantica melaneus,1,15,10,2003,agriculture,open
T1,Parantica sita,1,15,10,2003,agriculture,open
T1,Parnara sp,3,15,10,2003,agriculture,open
T1,Pieris canidia,3,15,10,2003,agriculture,open
T1,Prioneris thestylis,5,15,10,2003,agriculture,open
T1,Pseudozizeeria maha,2,15,10,2003,agriculture,open
T1,Ragadia crisilda,3,15,10,2003,agriculture,open
T1,Vindula erota,2,15,10,2003,agriculture,open
T1,Ypthima baldus,6,15,10,2003,agriculture,open
T1,Ypthima imitans,1,15,10,2003,agriculture,open
T1,Zemeros flegyas,1,15,10,2003,agriculture,open
T1,Appias albina,6,16,10,2003,agriculture,open
T1,Ariadne ariadne,2,16,10,2003,agriculture,open
T1,Athyma asura,6,16,10,2003,agriculture,open
T1,Cethosia biblis,10,16,10,2003,agriculture,open
T1,Cirrochroa tyche,1,16,10,2003,agriculture,open
T1,Danaus genutia,3,16,10,2003,agriculture,open
T1,Euploea mulciber,8,16,10,2003,agriculture,open
T1,Eurema blanda,1,16,10,2003,agriculture,open
T1,Eurema hecabe,2,16,10,2003,agriculture,open
T1,Euripus nyctelius,1,16,10,2003,agriculture,open
T1,Graphium agamemnon,1,16,10,2003,agriculture,open
T1,Graphium sarpedon,1,16,10,2003,agriculture,open
T1,Ideopsis similis,1,16,10,2003,agriculture,open
T1,Jamides bochus,1,16,10,2003,agriculture,open
T1,Lamproptera curius,2,16,10,2003,agriculture,open
T1,Lethe syrcis,4,16,10,2003,agriculture,open
T1,Neptis namba,1,16,10,2003,agriculture,open
T1,Papilio helenus,1,16,10,2003,agriculture,open
T1,Papilio paris,2,16,10,2003,agriculture,open
T1,Parantica sita,1,16,10,2003,agriculture,open
T1,Parnara sp,2,16,10,2003,agriculture,open
T1,Pieris canidia,9,16,10,2003,agriculture,open
T1,Prioneris thestylis,4,16,10,2003,agriculture,open
T1,Ragadia crisilda,5,16,10,2003,agriculture,open
T1,Stibochiona nicea,1,16,10,2003,agriculture,open
T1,Vindula erota,2,16,10,2003,agriculture,open
T1,Ypthima baldus,5,16,10,2003,agriculture,open
T1,Ypthima imitans,1,16,10,2003,agriculture,open
T1,Zemeros flegyas,1,16,10,2003,agriculture,open
T1,Appias albina,8,17,10,2003,agriculture,open
T1,Appias lyncida,4,17,10,2003,agriculture,open
T1,Argyreus hyperbius,10,17,10,2003,agriculture,open
T1,Ariadne ariadne,4,17,10,2003,agriculture,open
T1,Catopsilia pomona,1,17,10,2003,agriculture,open
T1,Cepora nadina,3,17,10,2003,agriculture,open
T1,Cethosia biblis,10,17,10,2003,agriculture,open
T1,Danaus genutia,4,17,10,2003,agriculture,open
T1,Euploea mulciber,13,17,10,2003,agriculture,open
T1,Eurema blanda,2,17,10,2003,agriculture,open
T1,Eurema hecabe,6,17,10,2003,agriculture,open
T1,Graphium sarpedon,3,17,10,2003,agriculture,open
T1,Hebomoia glaucippe,1,17,10,2003,agriculture,open
T1,Ideopsis similis,4,17,10,2003,agriculture,open
T1,Jamides alecto,3,17,10,2003,agriculture,open
T1,Jamides bochus,4,17,10,2003,agriculture,open
T1,Lampides boeticus,1,17,10,2003,agriculture,open
T1,Lamproptera curius,1,17,10,2003,agriculture,open
T1,Lethe confusa,1,17,10,2003,agriculture,open
T1,Lethe syrcis,7,17,10,2003,agriculture,open
T1,Melanitis leda,1,17,10,2003,agriculture,open
T1,Mooreana trichoneura,1,17,10,2003,agriculture,open
T1,Papilio helenus,3,17,10,2003,agriculture,open
T1,Parantica sita,1,17,10,2003,agriculture,open
T1,Parnara bada,1,17,10,2003,agriculture,open
T1,Parnara sp,1,17,10,2003,agriculture,open
T1,Parthenos sylvia,3,17,10,2003,agriculture,open
T1,Pelopidas agna,1,17,10,2003,agriculture,open
T1,Pieris canidia,10,17,10,2003,agriculture,open
T1,Prioneris thestylis,3,17,10,2003,agriculture,open
T1,Symbrenthia hypselis,3,17,10,2003,agriculture,open
T1,Tagiades litigiosa,1,17,10,2003,agriculture,open
T1,Tirumala septentrionis,1,17,10,2003,agriculture,open
T1,Troides aeacus,1,17,10,2003,agriculture,open
T1,Vanessa cardui,1,17,10,2003,agriculture,open
T1,Vindula erota,5,17,10,2003,agriculture,open
T1,Ypthima baldus,12,17,10,2003,agriculture,open
T1,Ypthima imitans,4,17,10,2003,agriculture,open
T1,Zemeros flegyas,3,17,10,2003,agriculture,open
T1,Cethosia biblis,3,17,7,2003,agriculture,open
T1,Eulacera osteria,1,17,7,2003,agriculture,open
T1,Euploea mulciber,3,17,7,2003,agriculture,open
T1,Hebomoia glaucippe,1,17,7,2003,agriculture,open
T1,Lethe verma,1,17,7,2003,agriculture,open
T1,Pseudozizeeria maha,2,17,7,2003,agriculture,open
T1,Ypthima baldus,2,17,7,2003,agriculture,open
T1,Argyreus hyperbius,1,17,8,2003,agriculture,open
T1,Astictopterus jama,2,17,8,2003,agriculture,open
T1,Cethosia biblis,1,17,8,2003,agriculture,open
T1,Hebomoia glaucippe,3,17,8,2003,agriculture,open
T1,Hypolimnas bolina,1,17,8,2003,agriculture,open
T1,Lethe vindhya,1,17,8,2003,agriculture,open
T1,Papilio memnon,2,17,8,2003,agriculture,open
T1,Papilio paris,2,17,8,2003,agriculture,open
T1,Pelopidas agna,2,17,8,2003,agriculture,open
T1,Prioneris thestylis,2,17,8,2003,agriculture,open
T1,Pseudozizeeria maha,2,17,8,2003,agriculture,open
T1,Tirumala septentrionis,1,17,8,2003,agriculture,open
T1,Vindula erota,1,17,8,2003,agriculture,open
T1,Appias lyncida,1,19,7,2003,agriculture,open
T1,Argyreus hyperbius,1,19,7,2003,agriculture,open
T1,Ariadne ariadne,1,19,7,2003,agriculture,open
T1,Cethosia biblis,1,19,7,2003,agriculture,open
T1,Euploea mulciber,1,19,7,2003,agriculture,open
T1,Heliophorus ila,1,19,7,2003,agriculture,open
T1,Mycalesis inopia,1,19,7,2003,agriculture,open
T1,Notocrypta curvifascia,1,19,7,2003,agriculture,open
T1,Papilio helenus,2,19,7,2003,agriculture,open
T1,Papilio memnon,3,19,7,2003,agriculture,open
T1,Penthema darlisa,1,19,7,2003,agriculture,open
T1,Pseudozizeeria maha,6,19,7,2003,agriculture,open
T1,Ragadia crisilda,1,19,7,2003,agriculture,open
T1,Vindula erota,1,19,7,2003,agriculture,open
T1,Ypthima baldus,11,19,7,2003,agriculture,open
T1,Zemeros flegyas,1,19,7,2003,agriculture,open
T1,Abisara fylla,1,19,8,2003,agriculture,open
T1,Ariadne ariadne,2,19,8,2003,agriculture,open
T1,Cethosia biblis,2,19,8,2003,agriculture,open
T1,Ideopsis similis,1,19,8,2003,agriculture,open
T1,Jamides alecto,1,19,8,2003,agriculture,open
T1,Lethe verma,1,19,8,2003,agriculture,open
T1,Mycalesis misenus,1,19,8,2003,agriculture,open
T1,Neope muirheadi,1,19,8,2003,agriculture,open
T1,Neptis hylas,1,19,8,2003,agriculture,open
T1,Notocrypta curvifascia,1,19,8,2003,agriculture,open
T1,Parantica sita,1,19,8,2003,agriculture,open
T1,Parnara sp,6,19,8,2003,agriculture,open
T1,Pelopidas agna,2,19,8,2003,agriculture,open
T1,Pseudozizeeria maha,2,19,8,2003,agriculture,open
T1,Stibochiona nicea,1,19,8,2003,agriculture,open
T1,Ypthima baldus,2,19,8,2003,agriculture,open
T1,Cethosia biblis,10,20,7,2003,agriculture,open
T1,Danaus genutia,1,20,7,2003,agriculture,open
T1,Mycalesis mineus,1,20,7,2003,agriculture,open
T1,Neptis hylas,1,20,7,2003,agriculture,open
T1,Papilio memnon,2,20,7,2003,agriculture,open
T1,Parantica aglea,1,20,7,2003,agriculture,open
T1,Parnara sp,5,20,7,2003,agriculture,open
T1,Pelopidas agna,2,20,7,2003,agriculture,open
T1,Pseudozizeeria maha,8,20,7,2003,agriculture,open
T1,Tirumala septentrionis,1,20,7,2003,agriculture,open
T1,Ypthima baldus,7,20,7,2003,agriculture,open
T1,Argyreus hyperbius,1,20,8,2003,agriculture,open
T1,Astictopterus jama,1,20,8,2003,agriculture,open
T1,Catopsilia pomona,1,20,8,2003,agriculture,open
T1,Cethosia biblis,1,20,8,2003,agriculture,open
T1,Euploea mulciber,2,20,8,2003,agriculture,open
T1,Neope muirheadi,1,20,8,2003,agriculture,open
T1,Parnara sp,4,20,8,2003,agriculture,open
T1,Pelopidas agna,1,20,8,2003,agriculture,open
T1,Pseudozizeeria maha,2,20,8,2003,agriculture,open
T1,Tirumala septentrionis,1,20,8,2003,agriculture,open
T1,Appias lyncida,1,21,7,2003,agriculture,open
T1,Argyreus hyperbius,1,21,7,2003,agriculture,open
T1,Astictopterus jama,1,21,7,2003,agriculture,open
T1,Cethosia biblis,2,21,7,2003,agriculture,open
T1,Isoteinon lamprospilus,1,21,7,2003,agriculture,open
T1,Jamides celeno,1,21,7,2003,agriculture,open
T1,Parantica melaneus,1,21,7,2003,agriculture,open
T1,Pseudozizeeria maha,1,21,7,2003,agriculture,open
T1,Troides aeacus,3,21,7,2003,agriculture,open
T1,Ypthima baldus,1,21,7,2003,agriculture,open
T1,Zemeros flegyas,1,21,7,2003,agriculture,open
T1,Argyreus hyperbius,2,26,6,2003,agriculture,open
T1,Ariadne ariadne,1,26,6,2003,agriculture,open
T1,Athyma selenophora,1,26,6,2003,agriculture,open
T1,Catopsilia pomona,1,26,6,2003,agriculture,open
T1,Cethosia biblis,4,26,6,2003,agriculture,open
T1,Euploea mulciber,1,26,6,2003,agriculture,open
T1,Hebomoia glaucippe,1,26,6,2003,agriculture,open
T1,Lamproptera curius,1,26,6,2003,agriculture,open
T1,Neptis clinia,1,26,6,2003,agriculture,open
T1,Papilio memnon,2,26,6,2003,agriculture,open
T1,Papilio paris,2,26,6,2003,agriculture,open
T1,Parantica melaneus,1,26,6,2003,agriculture,open
T1,Parthenos sylvia,1,26,6,2003,agriculture,open
T1,Pieris canidia,1,26,6,2003,agriculture,open
T1,Pseudozizeeria maha,4,26,6,2003,agriculture,open
T1,Troides aeacus,1,26,6,2003,agriculture,open
T1,Ypthima imitans,1,26,6,2003,agriculture,open
T1,Lethe syrcis,13,11,10,2004,agriculture,open
T1,Melanitis leda,5,11,10,2004,agriculture,open
T1,Mycalesis inopia,3,11,10,2004,agriculture,open
T1,Mycalesis misenus,6,11,10,2004,agriculture,open
T1,Neope muirheadi,1,11,10,2004,agriculture,open
T1,Ragadia crisilda,20,11,10,2004,agriculture,open
T1,Ypthima imitans,1,11,10,2004,agriculture,open
T1,Argyreus hyperbius,1,12,10,2004,agriculture,open
T1,Astictopterus jama,1,12,10,2004,agriculture,open
T1,Athyma cama,1,12,10,2004,agriculture,open
T1,Cethosia biblis,7,12,10,2004,agriculture,open
T1,Charaxes kahruba,1,12,10,2004,agriculture,open
T1,Euploea midamus,1,12,10,2004,agriculture,open
T1,Euploea mulciber,3,12,10,2004,agriculture,open
T1,Eurema hecabe,1,12,10,2004,agriculture,open
T1,Hebomoia glaucippe,2,12,10,2004,agriculture,open
T1,Heliophorus ila,1,12,10,2004,agriculture,open
T1,Isoteinon lamprospilus,1,12,10,2004,agriculture,open
T1,Jamides celeno,1,12,10,2004,agriculture,open
T1,Lamproptera curius,2,12,10,2004,agriculture,open
T1,Lethe syrcis,35,12,10,2004,agriculture,open
T1,Mandarinia regalis,1,12,10,2004,agriculture,open
T1,Melanitis leda,1,12,10,2004,agriculture,open
T1,Mycalesis inopia,3,12,10,2004,agriculture,open
T1,Mycalesis misenus,2,12,10,2004,agriculture,open
T1,Neptis clinia,1,12,10,2004,agriculture,open
T1,Parnara sp,2,12,10,2004,agriculture,open
T1,Parthenos sylvia,1,12,10,2004,agriculture,open
T1,Pieris canidia,3,12,10,2004,agriculture,open
T1,Pseudozizeeria maha,1,12,10,2004,agriculture,open
T1,Ragadia crisilda,23,12,10,2004,agriculture,open
T1,Stibochiona nicea,1,12,10,2004,agriculture,open
T1,Vindula erota,1,12,10,2004,agriculture,open
T1,Ypthima baldus,1,12,10,2004,agriculture,open
T1,Ypthima imitans,2,12,10,2004,agriculture,open
T1,Appias albina,1,13,10,2004,agriculture,open
T1,Appias indra,1,13,10,2004,agriculture,open
T1,Argyreus hyperbius,4,13,10,2004,agriculture,open
T1,Ariadne ariadne,1,13,10,2004,agriculture,open
T1,Astictopterus jama,1,13,10,2004,agriculture,open
T1,Athyma cama,1,13,10,2004,agriculture,open
T1,Cethosia biblis,8,13,10,2004,agriculture,open
T1,Euploea mulciber,5,13,10,2004,agriculture,open
T1,Eurema hecabe,4,13,10,2004,agriculture,open
T1,Hebomoia glaucippe,1,13,10,2004,agriculture,open
T1,Jamides bochus,2,13,10,2004,agriculture,open
T1,Lethe syrcis,5,13,10,2004,agriculture,open
T1,Neptis ananta,1,13,10,2004,agriculture,open
T1,Neptis hylas,1,13,10,2004,agriculture,open
T1,Papilio helenus,1,13,10,2004,agriculture,open
T1,Parantica melaneus,2,13,10,2004,agriculture,open
T1,Parantica sita,1,13,10,2004,agriculture,open
T1,Parnara sp,3,13,10,2004,agriculture,open
T1,Pieris canidia,1,13,10,2004,agriculture,open
T1,Prioneris thestylis,2,13,10,2004,agriculture,open
T1,Pseudozizeeria maha,3,13,10,2004,agriculture,open
T1,Ragadia crisilda,4,13,10,2004,agriculture,open
T1,Vindula erota,3,13,10,2004,agriculture,open
T1,Ypthima baldus,2,13,10,2004,agriculture,open
T1,Ypthima imitans,4,13,10,2004,agriculture,open
T1,Astictopterus jama,1,14,10,2004,agriculture,open
T1,Cethosia biblis,4,14,10,2004,agriculture,open
T1,Cethosia cyane,1,14,10,2004,agriculture,open
T1,Cyrestis thyodamas,2,14,10,2004,agriculture,open
T1,Euploea mulciber,2,14,10,2004,agriculture,open
T1,Eurema hecabe,1,14,10,2004,agriculture,open
T1,Hebomoia glaucippe,1,14,10,2004,agriculture,open
T1,Hypolimnas bolina,1,14,10,2004,agriculture,open
T1,Lethe confusa,1,14,10,2004,agriculture,open
T1,Lethe syrcis,6,14,10,2004,agriculture,open
T1,Melanitis leda,2,14,10,2004,agriculture,open
T1,Papilio memnon,2,14,10,2004,agriculture,open
T1,Parnara sp,2,14,10,2004,agriculture,open
T1,Pieris canidia,1,14,10,2004,agriculture,open
T1,Pseudozizeeria maha,3,14,10,2004,agriculture,open
T1,Ragadia crisilda,4,14,10,2004,agriculture,open
T1,Stibochiona nicea,1,14,10,2004,agriculture,open
T1,Vanessa indica,1,14,10,2004,agriculture,open
T1,Ypthima baldus,1,14,10,2004,agriculture,open
T1,Ypthima imitans,5,14,10,2004,agriculture,open
T1,Argyreus hyperbius,1,15,5,2004,agriculture,open
T1,Astictopterus jama,1,15,5,2004,agriculture,open
T1,Cethosia biblis,1,15,5,2004,agriculture,open
T1,Delias pasithoe,2,15,5,2004,agriculture,open
T1,Euploea mulciber,1,15,5,2004,agriculture,open
T1,Ideopsis similis,1,15,5,2004,agriculture,open
T1,Jamides alecto,1,15,5,2004,agriculture,open
T1,Lethe syrcis,2,15,5,2004,agriculture,open
T1,Loxura atymnus,1,15,5,2004,agriculture,open
T1,Mycalesis misenus,2,15,5,2004,agriculture,open
T1,Papilio protenor,1,15,5,2004,agriculture,open
T1,Parantica sita,1,15,5,2004,agriculture,open
T1,Pieris canidia,8,15,5,2004,agriculture,open
T1,Polyura athamas,1,15,5,2004,agriculture,open
T1,Ragadia crisilda,2,15,5,2004,agriculture,open
T1,Symbrenthia lilaea,1,15,5,2004,agriculture,open
T1,Ypthima imitans,2,15,5,2004,agriculture,open
T1,Ariadne ariadne,1,17,7,2004,agriculture,open
T1,Astictopterus jama,2,17,7,2004,agriculture,open
T1,Athyma cama,1,17,7,2004,agriculture,open
T1,Cethosia biblis,15,17,7,2004,agriculture,open
T1,Cirrochroa tyche,2,17,7,2004,agriculture,open
T1,Danaus genutia,1,17,7,2004,agriculture,open
T1,Euploea mulciber,6,17,7,2004,agriculture,open
T1,Eurema hecabe,1,17,7,2004,agriculture,open
T1,Heliophorus ila,2,17,7,2004,agriculture,open
T1,Hypolimnas bolina,3,17,7,2004,agriculture,open
T1,Jamides alecto,1,17,7,2004,agriculture,open
T1,Neptis sappho,3,17,7,2004,agriculture,open
T1,Papilio helenus,2,17,7,2004,agriculture,open
T1,Papilio memnon,3,17,7,2004,agriculture,open
T1,Papilio protenor,9,17,7,2004,agriculture,open
T1,Parantica aglea,2,17,7,2004,agriculture,open
T1,Pieris canidia,2,17,7,2004,agriculture,open
T1,Prioneris thestylis,4,17,7,2004,agriculture,open
T1,Ragadia crisilda,2,17,7,2004,agriculture,open
T1,Stibochiona nicea,4,17,7,2004,agriculture,open
T1,Stichophthalma howqua,1,17,7,2004,agriculture,open
T1,Tirumala septentrionis,2,17,7,2004,agriculture,open
T1,Troides helena,5,17,7,2004,agriculture,open
T1,Vindula erota,2,17,7,2004,agriculture,open
T1,Ypthima imitans,3,17,7,2004,agriculture,open
T1,Zemeros flegyas,1,17,7,2004,agriculture,open
T1,Abisara fylla,1,17,9,2004,agriculture,open
T1,Argyreus hyperbius,1,17,9,2004,agriculture,open
T1,Ariadne ariadne,1,17,9,2004,agriculture,open
T1,Astictopterus jama,14,17,9,2004,agriculture,open
T1,Cepora nadina,1,17,9,2004,agriculture,open
T1,Cethosia biblis,7,17,9,2004,agriculture,open
T1,Euploea midamus,1,17,9,2004,agriculture,open
T1,Euploea mulciber,10,17,9,2004,agriculture,open
T1,Hasora vitta,2,17,9,2004,agriculture,open
T1,Hebomoia glaucippe,1,17,9,2004,agriculture,open
T1,Heliophorus ila,4,17,9,2004,agriculture,open
T1,IAMbrix salsala,1,17,9,2004,agriculture,open
T1,Lethe verma,1,17,9,2004,agriculture,open
T1,Melanitis leda,12,17,9,2004,agriculture,open
T1,Neope bhadra,1,17,9,2004,agriculture,open
T1,Neptis clinia,1,17,9,2004,agriculture,open
T1,Papilio memnon,2,17,9,2004,agriculture,open
T1,Parantica melaneus,1,17,9,2004,agriculture,open
T1,Parantica sita,1,17,9,2004,agriculture,open
T1,Parnara sp,24,17,9,2004,agriculture,open
T1,Parthenos sylvia,1,17,9,2004,agriculture,open
T1,Pseudozizeeria maha,2,17,9,2004,agriculture,open
T1,Ragadia crisilda,1,17,9,2004,agriculture,open
T1,Stibochiona nicea,3,17,9,2004,agriculture,open
T1,Taraka hamada,1,17,9,2004,agriculture,open
T1,Vagrans egista,1,17,9,2004,agriculture,open
T1,Vindula erota,2,17,9,2004,agriculture,open
T1,Ypthima imitans,1,17,9,2004,agriculture,open
T1,Zemeros flegyas,4,17,9,2004,agriculture,open
T1,Appias albina,1,18,5,2004,agriculture,open
T1,Cethosia biblis,3,18,5,2004,agriculture,open
T1,Heliophorus ila,1,18,5,2004,agriculture,open
T1,Lethe syrcis,12,18,5,2004,agriculture,open
T1,Melanitis leda,5,18,5,2004,agriculture,open
T1,Mooreana trichoneura,1,18,5,2004,agriculture,open
T1,Mycalesis misenus,1,18,5,2004,agriculture,open
T1,Pieris canidia,11,18,5,2004,agriculture,open
T1,Ragadia crisilda,2,18,5,2004,agriculture,open
T1,Appias albina,1,18,6,2004,agriculture,open
T1,Astictopterus jama,1,18,6,2004,agriculture,open
T1,Athyma ranga,1,18,6,2004,agriculture,open
T1,Catopsilia pomona,1,18,6,2004,agriculture,open
T1,Cethosia biblis,3,18,6,2004,agriculture,open
T1,Cirrochroa tyche,1,18,6,2004,agriculture,open
T1,Euploea mulciber,1,18,6,2004,agriculture,open
T1,Hebomoia glaucippe,1,18,6,2004,agriculture,open
T1,Ideopsis similis,1,18,6,2004,agriculture,open
T1,Jamides bochus,1,18,6,2004,agriculture,open
T1,Lampides boeticus,1,18,6,2004,agriculture,open
T1,Lethe syrcis,1,18,6,2004,agriculture,open
T1,Melanitis leda,1,18,6,2004,agriculture,open
T1,Neope muirheadi,1,18,6,2004,agriculture,open
T1,Neptis hylas,2,18,6,2004,agriculture,open
T1,Papilio dialis,1,18,6,2004,agriculture,open
T1,Papilio helenus,1,18,6,2004,agriculture,open
T1,Parantica melaneus,1,18,6,2004,agriculture,open
T1,Pieris canidia,6,18,6,2004,agriculture,open
T1,Pseudozizeeria maha,2,18,6,2004,agriculture,open
T1,Stibochiona nicea,1,18,6,2004,agriculture,open
T1,Suada swerga,1,18,6,2004,agriculture,open
T1,Tirumala septentrionis,3,18,6,2004,agriculture,open
T1,Zemeros flegyas,1,18,6,2004,agriculture,open
T1,Argyreus hyperbius,3,18,7,2004,agriculture,open
T1,Castalius rosimon,4,18,7,2004,agriculture,open
T1,Cethosia biblis,16,18,7,2004,agriculture,open
T1,Elymnias hypermnestra,2,18,7,2004,agriculture,open
T1,Euploea mulciber,7,18,7,2004,agriculture,open
T1,Graphium sarpedon,2,18,7,2004,agriculture,open
T1,Heliophorus ila,5,18,7,2004,agriculture,open
T1,Ideopsis similis,4,18,7,2004,agriculture,open
T1,Isoteinon lamprospilus,4,18,7,2004,agriculture,open
T1,Meandrusa payeni1,4,18,7,2004,agriculture,open
T1,Mycalesis misenus,2,18,7,2004,agriculture,open
T1,Neptis sappho,4,18,7,2004,agriculture,open
T1,Papilio helenus,5,18,7,2004,agriculture,open
T1,Papilio memnon,9,18,7,2004,agriculture,open
T1,Papilio protenor,10,18,7,2004,agriculture,open
T1,Parnara apostata,1,18,7,2004,agriculture,open
T1,Pieris canidia,6,18,7,2004,agriculture,open
T1,Prioneris thestylis,3,18,7,2004,agriculture,open
T1,Pseudozizeeria maha,3,18,7,2004,agriculture,open
T1,Ragadia crisilda,3,18,7,2004,agriculture,open
T1,Stibochiona nicea,3,18,7,2004,agriculture,open
T1,Tirumala septentrionis,2,18,7,2004,agriculture,open
T1,Troides aeacus,2,18,7,2004,agriculture,open
T1,Troides helena,4,18,7,2004,agriculture,open
T1,Vindula erota,13,18,7,2004,agriculture,open
T1,Ypthima imitans,7,18,7,2004,agriculture,open
T1,Appias lyncida,1,18,8,2004,agriculture,open
T1,Appias pandione,2,18,8,2004,agriculture,open
T1,Argyreus hyperbius,3,18,8,2004,agriculture,open
T1,Astictopterus jama,4,18,8,2004,agriculture,open
T1,Cethosia biblis,5,18,8,2004,agriculture,open
T1,Euploea mulciber,3,18,8,2004,agriculture,open
T1,Euripus nyctelius,1,18,8,2004,agriculture,open
T1,Heliophorus ila,1,18,8,2004,agriculture,open
T1,Hypolimnas bolina,3,18,8,2004,agriculture,open
T1,Papilio memnon,2,18,8,2004,agriculture,open
T1,Papilio paris,1,18,8,2004,agriculture,open
T1,Prioneris thestylis,1,18,8,2004,agriculture,open
T1,Tirumala septentrionis,1,18,8,2004,agriculture,open
T1,Argyreus hyperbius,1,19,6,2004,agriculture,open
T1,Astictopterus jama,1,19,6,2004,agriculture,open
T1,Cethosia biblis,3,19,6,2004,agriculture,open
T1,Euploea mulciber,8,19,6,2004,agriculture,open
T1,Graphium sarpedon,1,19,6,2004,agriculture,open
T1,Lethe syrcis,1,19,6,2004,agriculture,open
T1,Papilio helenus,1,19,6,2004,agriculture,open
T1,Parantica melaneus,1,19,6,2004,agriculture,open
T1,Parnara sp,1,19,6,2004,agriculture,open
T1,Pieris canidia,7,19,6,2004,agriculture,open
T1,Pseudozizeeria maha,3,19,6,2004,agriculture,open
T1,Stichophthalma howqua,2,19,6,2004,agriculture,open
T1,Tirumala septentrionis,1,19,6,2004,agriculture,open
T1,Arhopala sp,1,19,8,2004,agriculture,open
T1,Astictopterus jama,3,19,8,2004,agriculture,open
T1,Cethosia biblis,4,19,8,2004,agriculture,open
T1,Euploea mulciber,4,19,8,2004,agriculture,open
T1,Hasora vitta,1,19,8,2004,agriculture,open
T1,Hebomoia glaucippe,1,19,8,2004,agriculture,open
T1,Heliophorus ila,1,19,8,2004,agriculture,open
T1,Ideopsis similis,2,19,8,2004,agriculture,open
T1,Lethe verma,1,19,8,2004,agriculture,open
T1,Lethe vindhya,1,19,8,2004,agriculture,open
T1,Mycalesis misenus,1,19,8,2004,agriculture,open
T1,Papilio memnon,2,19,8,2004,agriculture,open
T1,Papilio polytes,1,19,8,2004,agriculture,open
T1,Parantica melaneus,1,19,8,2004,agriculture,open
T1,Parnara sp,2,19,8,2004,agriculture,open
T1,Pelopidas conjuncta,1,19,8,2004,agriculture,open
T1,Prioneris thestylis,1,19,8,2004,agriculture,open
T1,Troides aeacus,1,19,8,2004,agriculture,open
T1,Ypthima baldus,1,19,8,2004,agriculture,open
T1,Ypthima imitans,1,19,8,2004,agriculture,open
T1,Abisara fylla,1,19,9,2004,agriculture,open
T1,Argyreus hyperbius,4,19,9,2004,agriculture,open
T1,Ariadne ariadne,1,19,9,2004,agriculture,open
T1,Astictopterus jama,9,19,9,2004,agriculture,open
T1,Catopsilia pomona,1,19,9,2004,agriculture,open
T1,Cethosia biblis,5,19,9,2004,agriculture,open
T1,Euploea mulciber,6,19,9,2004,agriculture,open
T1,Eurema hecabe,1,19,9,2004,agriculture,open
T1,Hasora vitta,1,19,9,2004,agriculture,open
T1,Heliophorus ila,1,19,9,2004,agriculture,open
T1,Hypolimnas bolina,1,19,9,2004,agriculture,open
T1,Ideopsis similis,1,19,9,2004,agriculture,open
T1,Lamproptera curius,1,19,9,2004,agriculture,open
T1,Lethe vindhya,1,19,9,2004,agriculture,open
T1,Melanitis leda,15,19,9,2004,agriculture,open
T1,Neope muirheadi,1,19,9,2004,agriculture,open
T1,Notocrypta curvifascia,1,19,9,2004,agriculture,open
T1,Papilio helenus,2,19,9,2004,agriculture,open
T1,Papilio memnon,1,19,9,2004,agriculture,open
T1,Papilio protenor,3,19,9,2004,agriculture,open
T1,Parnara sp,16,19,9,2004,agriculture,open
T1,Prioneris thestylis,3,19,9,2004,agriculture,open
T1,Stibochiona nicea,10,19,9,2004,agriculture,open
T1,Tirumala septentrionis,2,19,9,2004,agriculture,open
T1,Vanessa indica,2,19,9,2004,agriculture,open
T1,Zemeros flegyas,2,19,9,2004,agriculture,open
T1,Appias albina,2,20,5,2004,agriculture,open
T1,Cethosia biblis,1,20,5,2004,agriculture,open
T1,Cyrestis thyodamas,1,20,5,2004,agriculture,open
T1,Halpe frontieri,1,20,5,2004,agriculture,open
T1,Lethe syrcis,4,20,5,2004,agriculture,open
T1,Parantica sita,1,20,5,2004,agriculture,open
T1,Parnara sp,1,20,5,2004,agriculture,open
T1,Pieris canidia,15,20,5,2004,agriculture,open
T1,Pseudozizeeria maha,1,20,5,2004,agriculture,open
T1,Ragadia crisilda,2,20,5,2004,agriculture,open
T1,Symbrenthia lilaea,1,20,5,2004,agriculture,open
T1,Argyreus hyperbius,2,20,6,2004,agriculture,open
T1,Cethosia biblis,2,20,6,2004,agriculture,open
T1,Cirrochroa tyche,4,20,6,2004,agriculture,open
T1,Euploea mulciber,1,20,6,2004,agriculture,open
