plot,species,abundance,day,month,year,habitat,hab_type
T3,Tirumala septentrionis,2,15,7,2012,closed_forest,forest
T3,Tongeia potanini,1,15,7,2012,closed_forest,forest
T3,Troides sp,1,15,7,2012,closed_forest,forest
T3,Vindula erota,5,15,7,2012,closed_forest,forest
T3,Appias lyncida,1,16,7,2012,closed_forest,forest
T3,Athyma selenophora,1,16,7,2012,closed_forest,forest
T3,Catopsilia pomona,1,16,7,2012,closed_forest,forest
T3,Cethosia biblis,22,16,7,2012,closed_forest,forest
T3,Cethosia cyane,1,16,7,2012,closed_forest,forest
T3,Euploea eunice,1,16,7,2012,closed_forest,forest
T3,Euploea mulciber,2,16,7,2012,closed_forest,forest
T3,Eurema blanda,1,16,7,2012,closed_forest,forest
T3,Hypolimnas bolina,3,16,7,2012,closed_forest,forest
T3,Ideopsis similis,1,16,7,2012,closed_forest,forest
T3,Jamides bochus,1,16,7,2012,closed_forest,forest
T3,Lethe verma,1,16,7,2012,closed_forest,forest
T3,Mycalesis misenus,1,16,7,2012,closed_forest,forest
T3,Papilio helenus,4,16,7,2012,closed_forest,forest
T3,Prioneris thestylis,1,16,7,2012,closed_forest,forest
T3,Ragadia crisilda,1,16,7,2012,closed_forest,forest
T3,Stichophthalma howqua,4,16,7,2012,closed_forest,forest
T3,Tirumala septentrionis,1,16,7,2012,closed_forest,forest
T3,Vindula erota,1,16,7,2012,closed_forest,forest
T3,Appias albina,1,17,7,2012,closed_forest,forest
T3,Appias lyncida,1,17,7,2012,closed_forest,forest
T3,Ariadne ariadne,1,17,7,2012,closed_forest,forest
T3,Cethosia biblis,14,17,7,2012,closed_forest,forest
T3,Euploea mulciber,4,17,7,2012,closed_forest,forest
T3,Euploea tulliolus,1,17,7,2012,closed_forest,forest
T3,Eurema blanda,1,17,7,2012,closed_forest,forest
T3,Papilio helenus,1,17,7,2012,closed_forest,forest
T3,Papilio protenor,1,17,7,2012,closed_forest,forest
T3,Prioneris thestylis,2,17,7,2012,closed_forest,forest
T3,Ragadia crisilda,1,17,7,2012,closed_forest,forest
T3,Stichophthalma howqua,3,17,7,2012,closed_forest,forest
T3,Vindula erota,1,17,7,2012,closed_forest,forest
T3,Argyreus hyperbius,1,18,7,2012,closed_forest,forest
T3,Catopsilia pomona,7,18,7,2012,closed_forest,forest
T3,Cethosia biblis,33,18,7,2012,closed_forest,forest
T3,Cirrochroa tyche,3,18,7,2012,closed_forest,forest
T3,Euploea mulciber,3,18,7,2012,closed_forest,forest
T3,Hypolimnas bolina,4,18,7,2012,closed_forest,forest
T3,Lamproptera curius,1,18,7,2012,closed_forest,forest
T3,Mycalesis misenus,1,18,7,2012,closed_forest,forest
T3,Neptis hylas,1,18,7,2012,closed_forest,forest
T3,Papilio helenus,4,18,7,2012,closed_forest,forest
T3,Penthema darlisa,1,18,7,2012,closed_forest,forest
T3,Polyura nepenthes,1,18,7,2012,closed_forest,forest
T3,Stichophthalma howqua,5,18,7,2012,closed_forest,forest
T3,Vindula erota,8,18,7,2012,closed_forest,forest
T3,Argyreus hyperbius,2,21,8,2012,closed_forest,forest
T3,Catopsilia pomona,3,21,8,2012,closed_forest,forest
T3,Cethosia biblis,7,21,8,2012,closed_forest,forest
T3,Euploea mulciber,5,21,8,2012,closed_forest,forest
T3,Lamproptera curius,3,21,8,2012,closed_forest,forest
T3,Lethe verma,1,21,8,2012,closed_forest,forest
T3,Papilio helenus,3,21,8,2012,closed_forest,forest
T3,Papilio protenor,1,21,8,2012,closed_forest,forest
T3,Parnara sp,2,21,8,2012,closed_forest,forest
T3,Parthenos sylvia,1,21,8,2012,closed_forest,forest
T3,Penthema darlisa,4,21,8,2012,closed_forest,forest
T3,Stichophthalma howqua,13,21,8,2012,closed_forest,forest
T3,Troides aeacus,1,21,8,2012,closed_forest,forest
T3,Vindula erota,4,21,8,2012,closed_forest,forest
T3,Cethosia biblis,1,27,10,2012,closed_forest,forest
T3,Eurema blanda,13,27,10,2012,closed_forest,forest
T3,Heliophorus ila,1,27,10,2012,closed_forest,forest
T3,Jamides bochus,1,27,10,2012,closed_forest,forest
T3,Jamides celeno,1,27,10,2012,closed_forest,forest
T3,Lamproptera curius,4,27,10,2012,closed_forest,forest
T3,Lethe syrcis,12,27,10,2012,closed_forest,forest
T3,Parantica aglea,1,27,10,2012,closed_forest,forest
T3,Parantica melaneus,1,27,10,2012,closed_forest,forest
T3,Parantica sita,1,27,10,2012,closed_forest,forest
T3,Prioneris thestylis,1,27,10,2012,closed_forest,forest
T3,Ragadia crisilda,1,27,10,2012,closed_forest,forest
T3,Talbotia naganum,1,27,10,2012,closed_forest,forest
T3,Taraka hamada,1,27,10,2012,closed_forest,forest
T3,Tirumala septentrionis,1,27,10,2012,closed_forest,forest
T3,Ypthima imitans,4,27,10,2012,closed_forest,forest
T3,Acytolepis puspa,1,6,10,2012,closed_forest,forest
T3,Cethosia biblis,2,6,10,2012,closed_forest,forest
T3,Euploea mulciber,1,6,10,2012,closed_forest,forest
T3,Eurema blanda,3,6,10,2012,closed_forest,forest
T3,Heliophorus ila,1,6,10,2012,closed_forest,forest
T3,Isoteinon lamprospilus,1,6,10,2012,closed_forest,forest
T3,Jamides celeno,3,6,10,2012,closed_forest,forest
T3,Lamproptera curius,5,6,10,2012,closed_forest,forest
T3,Lethe syrcis,9,6,10,2012,closed_forest,forest
T3,Loxura atymnus,1,6,10,2012,closed_forest,forest
T3,Mycalesis misenus,1,6,10,2012,closed_forest,forest
T3,Papilio helenus,1,6,10,2012,closed_forest,forest
T3,Parantica melaneus,1,6,10,2012,closed_forest,forest
T3,Parnara sp,1,6,10,2012,closed_forest,forest
T3,Pelopidas agna,1,6,10,2012,closed_forest,forest
T3,Prioneris thestylis,2,6,10,2012,closed_forest,forest
T3,Udara placidula,1,6,10,2012,closed_forest,forest
T3,Vindula erota,3,6,10,2012,closed_forest,forest
T3,Ypthima imitans,5,6,10,2012,closed_forest,forest
T3,Abisara fylla,1,12,10,2013,closed_forest,forest
T3,Acraea issoria,1,12,10,2013,closed_forest,forest
T3,Appias albina,6,12,10,2013,closed_forest,forest
T3,Cethosia biblis,11,12,10,2013,closed_forest,forest
T3,Cirrochroa tyche,1,12,10,2013,closed_forest,forest
T3,Euploea mulciber,10,12,10,2013,closed_forest,forest
T3,Eurema hecabe,15,12,10,2013,closed_forest,forest
T3,Heliophorus ila,3,12,10,2013,closed_forest,forest
T3,Jamides celeno,2,12,10,2013,closed_forest,forest
T3,Lamproptera curius,4,12,10,2013,closed_forest,forest
T3,Lethe syrcis,12,12,10,2013,closed_forest,forest
T3,Neptis miah,1,12,10,2013,closed_forest,forest
T3,Neptis sp,1,12,10,2013,closed_forest,forest
T3,Papilio helenus,2,12,10,2013,closed_forest,forest
T3,Papilio paris,1,12,10,2013,closed_forest,forest
T3,Parantica aglea,4,12,10,2013,closed_forest,forest
T3,Parantica melaneus,3,12,10,2013,closed_forest,forest
T3,Parantica sita,2,12,10,2013,closed_forest,forest
T3,Polyura athamas,1,12,10,2013,closed_forest,forest
T3,Ragadia crisilda,5,12,10,2013,closed_forest,forest
T3,Stibochiona nicea,1,12,10,2013,closed_forest,forest
T3,Troides aeacus,1,12,10,2013,closed_forest,forest
T3,Vindula erota,11,12,10,2013,closed_forest,forest
T3,Ypthima baldus,5,12,10,2013,closed_forest,forest
T3,Ypthima imitans,13,12,10,2013,closed_forest,forest
T3,Athyma selenophora,3,14,7,2013,closed_forest,forest
T3,Catopsilia pomona,1,14,7,2013,closed_forest,forest
T3,Cethosia biblis,10,14,7,2013,closed_forest,forest
T3,Chersonesia risa,1,14,7,2013,closed_forest,forest
T3,Cirrochroa tyche,1,14,7,2013,closed_forest,forest
T3,Cyrestis thyodamas,1,14,7,2013,closed_forest,forest
T3,Euploea core,1,14,7,2013,closed_forest,forest
T3,Euploea mulciber,3,14,7,2013,closed_forest,forest
T3,Eurema blanda,1,14,7,2013,closed_forest,forest
T3,Eurema hecabe,1,14,7,2013,closed_forest,forest
T3,Hypolimnas bolina,2,14,7,2013,closed_forest,forest
T3,Junonia almana,1,14,7,2013,closed_forest,forest
T3,Kanisca canace,1,14,7,2013,closed_forest,forest
T3,Lamproptera curius,1,14,7,2013,closed_forest,forest
T3,Mycalesis inopia,1,14,7,2013,closed_forest,forest
T3,Neptis hylas,1,14,7,2013,closed_forest,forest
T3,Papilio helenus,1,14,7,2013,closed_forest,forest
T3,Papilio memnon,2,14,7,2013,closed_forest,forest
T3,Papilio paris,1,14,7,2013,closed_forest,forest
T3,Parantica aglea,1,14,7,2013,closed_forest,forest
T3,Pieris canidia,7,14,7,2013,closed_forest,forest
T3,Prioneris thestylis,1,14,7,2013,closed_forest,forest
T3,Pseudozizeeria maha,4,14,7,2013,closed_forest,forest
T3,Stibochiona nicea,10,14,7,2013,closed_forest,forest
T3,Stichophthalma howqua,5,14,7,2013,closed_forest,forest
T3,Tirumala septentrionis,9,14,7,2013,closed_forest,forest
T3,Ypthima baldus,10,14,7,2013,closed_forest,forest
T3,Appias albina,11,18,5,2013,closed_forest,forest
T3,Catopsilia pomona,8,18,5,2013,closed_forest,forest
T3,Cethosia biblis,48,18,5,2013,closed_forest,forest
T3,Cyrestis thyodamas,17,18,5,2013,closed_forest,forest
T3,Euploea mulciber,3,18,5,2013,closed_forest,forest
T3,Eurema hecabe,3,18,5,2013,closed_forest,forest
T3,Graphium sarpedon,1,18,5,2013,closed_forest,forest
T3,Hebomoia glaucippe,1,18,5,2013,closed_forest,forest
T3,Heliophorus ila,4,18,5,2013,closed_forest,forest
T3,Hestina nama,1,18,5,2013,closed_forest,forest
T3,Hypolimnas bolina,1,18,5,2013,closed_forest,forest
T3,Ideopsis similis,1,18,5,2013,closed_forest,forest
T3,Lamproptera curius,5,18,5,2013,closed_forest,forest
T3,Lethe syrcis,5,18,5,2013,closed_forest,forest
T3,Lethe vindhya,1,18,5,2013,closed_forest,forest
T3,Neptis sp,1,18,5,2013,closed_forest,forest
T3,Papilio bianor,1,18,5,2013,closed_forest,forest
T3,Papilio helenus,5,18,5,2013,closed_forest,forest
T3,Papilio memnon,1,18,5,2013,closed_forest,forest
T3,Papilio paris,9,18,5,2013,closed_forest,forest
T3,Papilio protenor,1,18,5,2013,closed_forest,forest
T3,Parnara sp,2,18,5,2013,closed_forest,forest
T3,Pieris napi,1,18,5,2013,closed_forest,forest
T3,Stichophthalma howqua,10,18,5,2013,closed_forest,forest
T3,Symbrenthia lilaea,1,18,5,2013,closed_forest,forest
T3,Tirumala septentrionis,1,18,5,2013,closed_forest,forest
T3,Vindula erota,17,18,5,2013,closed_forest,forest
T3,Ypthima baldus,1,18,5,2013,closed_forest,forest
T3,Appias albina,7,18,8,2013,closed_forest,forest
T3,Astictopterus jama,1,18,8,2013,closed_forest,forest
T3,Athyma cama,1,18,8,2013,closed_forest,forest
T3,Catopsilia pomona,4,18,8,2013,closed_forest,forest
T3,Cepora nadina,1,18,8,2013,closed_forest,forest
T3,Cethosia biblis,15,18,8,2013,closed_forest,forest
T3,Charaxes aristogiton,1,18,8,2013,closed_forest,forest
T3,Chersonesia risa,1,18,8,2013,closed_forest,forest
T3,Cirrochroa tyche,7,18,8,2013,closed_forest,forest
T3,Euploea mulciber,10,18,8,2013,closed_forest,forest
T3,Eurema hecabe,3,18,8,2013,closed_forest,forest
T3,Hebomoia glaucippe,4,18,8,2013,closed_forest,forest
T3,Jamides celeno,2,18,8,2013,closed_forest,forest
T3,Lamproptera curius,1,18,8,2013,closed_forest,forest
T3,Papilio helenus,2,18,8,2013,closed_forest,forest
T3,Papilio paris,1,18,8,2013,closed_forest,forest
T3,Parantica aglea,4,18,8,2013,closed_forest,forest
T3,Parantica melaneus,5,18,8,2013,closed_forest,forest
T3,Parnara sp,1,18,8,2013,closed_forest,forest
T3,Penthema darlisa,1,18,8,2013,closed_forest,forest
T3,Tirumala septentrionis,5,18,8,2013,closed_forest,forest
T3,Troides aeacus,1,18,8,2013,closed_forest,forest
T3,Vanessa indica,1,18,8,2013,closed_forest,forest
T3,Vindula erota,5,18,8,2013,closed_forest,forest
T3,Appias lalage,1,19,5,2013,closed_forest,forest
T3,Athyma cama,1,19,5,2013,closed_forest,forest
T3,Athyma selenophora,1,19,5,2013,closed_forest,forest
T3,Catopsilia pomona,2,19,5,2013,closed_forest,forest
T3,Cepora nadina,1,19,5,2013,closed_forest,forest
T3,Cethosia biblis,39,19,5,2013,closed_forest,forest
T3,Cethosia cyane,2,19,5,2013,closed_forest,forest
T3,Cyrestis thyodamas,6,19,5,2013,closed_forest,forest
T3,Euploea mulciber,4,19,5,2013,closed_forest,forest
T3,Eurema hecabe,5,19,5,2013,closed_forest,forest
T3,Graphium sarpedon,1,19,5,2013,closed_forest,forest
T3,Hebomoia glaucippe,1,19,5,2013,closed_forest,forest
T3,Hestina nama,1,19,5,2013,closed_forest,forest
T3,Lamproptera curius,7,19,5,2013,closed_forest,forest
T3,Lethe syrcis,5,19,5,2013,closed_forest,forest
T3,Neptis clinia,1,19,5,2013,closed_forest,forest
T3,Papilio helenus,5,19,5,2013,closed_forest,forest
T3,Papilio paris,8,19,5,2013,closed_forest,forest
T3,Parantica melaneus,5,19,5,2013,closed_forest,forest
T3,Prioneris thestylis,3,19,5,2013,closed_forest,forest
T3,Stibochiona nicea,3,19,5,2013,closed_forest,forest
T3,Stichophthalma howqua,10,19,5,2013,closed_forest,forest
T3,Sumalia daraxa,1,19,5,2013,closed_forest,forest
T3,Symbrenthia lilaea,1,19,5,2013,closed_forest,forest
T3,Tirumala septentrionis,4,19,5,2013,closed_forest,forest
T3,Vagrans egista,1,19,5,2013,closed_forest,forest
T3,Vindula erota,16,19,5,2013,closed_forest,forest
T3,Ypthima baldus,2,19,5,2013,closed_forest,forest
T3,Appias indra,2,21,9,2013,closed_forest,forest
T3,Athyma cama,1,21,9,2013,closed_forest,forest
T3,Catopsilia pomona,1,21,9,2013,closed_forest,forest
T3,Cepora nadina,2,21,9,2013,closed_forest,forest
T3,Cethosia biblis,3,21,9,2013,closed_forest,forest
T3,Cirrochroa tyche,2,21,9,2013,closed_forest,forest
T3,Cyrestis thyodamas,1,21,9,2013,closed_forest,forest
T3,Euploea mulciber,4,21,9,2013,closed_forest,forest
T3,Eurema hecabe,2,21,9,2013,closed_forest,forest
T3,Lamproptera curius,6,21,9,2013,closed_forest,forest
T3,Papilio helenus,1,21,9,2013,closed_forest,forest
T3,Papilio protenor,1,21,9,2013,closed_forest,forest
T3,Prioneris thestylis,1,21,9,2013,closed_forest,forest
T3,Tirumala septentrionis,3,21,9,2013,closed_forest,forest
T3,Vindula erota,1,21,9,2013,closed_forest,forest
T3,Ypthima imitans,1,21,9,2013,closed_forest,forest
T3,Appias albina,1,23,9,2013,closed_forest,forest
T3,Argyreus hyperbius,1,23,9,2013,closed_forest,forest
T3,Astictopterus jama,2,23,9,2013,closed_forest,forest
T3,Cethosia biblis,4,23,9,2013,closed_forest,forest
T3,Cyrestis thyodamas,1,23,9,2013,closed_forest,forest
T3,Euploea mulciber,9,23,9,2013,closed_forest,forest
T3,Eurema hecabe,2,23,9,2013,closed_forest,forest
T3,Lethe insana,1,23,9,2013,closed_forest,forest
T3,Melanitis leda,1,23,9,2013,closed_forest,forest
T3,Neorina patria,2,23,9,2013,closed_forest,forest
T3,Papilio helenus,1,23,9,2013,closed_forest,forest
T3,Parantica aglea,1,23,9,2013,closed_forest,forest
T3,Parantica melaneus,2,23,9,2013,closed_forest,forest
T3,Parnara sp,2,23,9,2013,closed_forest,forest
T3,Ragadia crisilda,4,23,9,2013,closed_forest,forest
T3,Tagiades litigiosa,2,23,9,2013,closed_forest,forest
T3,Tirumala septentrionis,3,23,9,2013,closed_forest,forest
T3,Ypthima imitans,4,23,9,2013,closed_forest,forest
T3,Appias albina,1,5,6,2013,closed_forest,forest
T3,Athyma cama,1,5,6,2013,closed_forest,forest
T3,Athyma selenophora,2,5,6,2013,closed_forest,forest
T3,Catopsilia pomona,3,5,6,2013,closed_forest,forest
T3,Cethosia biblis,65,5,6,2013,closed_forest,forest
T3,Cirrochroa tyche,1,5,6,2013,closed_forest,forest
T3,Dercas verhuelli,1,5,6,2013,closed_forest,forest
T3,Elymnias patna,1,5,6,2013,closed_forest,forest
T3,Euploea eunice,1,5,6,2013,closed_forest,forest
T3,Euploea mulciber,3,5,6,2013,closed_forest,forest
T3,Eurema hecabe,15,5,6,2013,closed_forest,forest
T3,Euthalia monina,1,5,6,2013,closed_forest,forest
T3,Faunis eumeus,1,5,6,2013,closed_forest,forest
T3,Heliophorus ila,4,5,6,2013,closed_forest,forest
T3,Jamides celeno,2,5,6,2013,closed_forest,forest
T3,Lamproptera curius,20,5,6,2013,closed_forest,forest
T3,Lethe syrcis,3,5,6,2013,closed_forest,forest
T3,Lethe verma,1,5,6,2013,closed_forest,forest
T3,Lethe vindhya,1,5,6,2013,closed_forest,forest
T3,Mycalesis inopia,1,5,6,2013,closed_forest,forest
T3,Mycalesis misenus,1,5,6,2013,closed_forest,forest
T3,Neptis yerburii,1,5,6,2013,closed_forest,forest
T3,Notocrypta curvifascia,1,5,6,2013,closed_forest,forest
T3,Papilio helenus,4,5,6,2013,closed_forest,forest
T3,Parantica aglea,1,5,6,2013,closed_forest,forest
T3,Parantica sita,1,5,6,2013,closed_forest,forest
T3,Parnara sp,2,5,6,2013,closed_forest,forest
T3,Prioneris thestylis,4,5,6,2013,closed_forest,forest
T3,Pyroneura margherita,6,5,6,2013,closed_forest,forest
T3,Pyroneura sp,2,5,6,2013,closed_forest,forest
T3,Stibochiona nicea,1,5,6,2013,closed_forest,forest
T3,Stichophthalma howqua,33,5,6,2013,closed_forest,forest
T3,Symbrenthia lilaea,1,5,6,2013,closed_forest,forest
T3,Tanaecia lepidea,1,5,6,2013,closed_forest,forest
T3,Tirumala septentrionis,2,5,6,2013,closed_forest,forest
T3,Troides aeacus,1,5,6,2013,closed_forest,forest
T3,Vindula erota,10,5,6,2013,closed_forest,forest
T3,Yasoda tripunctata,1,5,6,2013,closed_forest,forest
T3,Ypthima baldus,7,5,6,2013,closed_forest,forest
T4,Appias lyncida,1,12,10,2003,road,open
T4,Catopsilia pomona,1,12,10,2003,road,open
T4,Cethosia biblis,4,12,10,2003,road,open
T4,Chersonesia risa,1,12,10,2003,road,open
T4,Cirrochroa tyche,3,12,10,2003,road,open
T4,Cyrestis thyodamas,1,12,10,2003,road,open
T4,Danaus genutia,4,12,10,2003,road,open
T4,Euploea core,1,12,10,2003,road,open
T4,Euploea eunice,1,12,10,2003,road,open
T4,Euploea mulciber,16,12,10,2003,road,open
T4,Euploea sylvesta,2,12,10,2003,road,open
T4,Eurema hecabe,3,12,10,2003,road,open
T4,Ideopsis similis,10,12,10,2003,road,open
T4,Jamides alecto,1,12,10,2003,road,open
T4,Junonia atlites,1,12,10,2003,road,open
T4,Lamproptera curius,1,12,10,2003,road,open
T4,Lethe syrcis,1,12,10,2003,road,open
T4,Papilio helenus,1,12,10,2003,road,open
T4,Papilio memnon,2,12,10,2003,road,open
T4,Parnara sp,2,12,10,2003,road,open
T4,Pieris canidia,7,12,10,2003,road,open
T4,Pseudozizeeria maha,1,12,10,2003,road,open
T4,Stibochiona nicea,1,12,10,2003,road,open
T4,Tirumala septentrionis,6,12,10,2003,road,open
T4,Troides helena,1,12,10,2003,road,open
T4,Vanessa cardui,1,12,10,2003,road,open
T4,Vindula erota,2,12,10,2003,road,open
T4,Abisara fylla,2,13,10,2003,road,open
T4,Argyreus hyperbius,4,13,10,2003,road,open
T4,Cethosia biblis,6,13,10,2003,road,open
T4,Cirrochroa tyche,1,13,10,2003,road,open
T4,Cyrestis thyodamas,1,13,10,2003,road,open
T4,Danaus genutia,3,13,10,2003,road,open
T4,Euploea mulciber,4,13,10,2003,road,open
T4,Eurema hecabe,2,13,10,2003,road,open
T4,Hypolimnas bolina,1,13,10,2003,road,open
T4,Ideopsis similis,2,13,10,2003,road,open
T4,Junonia atlites,1,13,10,2003,road,open
T4,Lamproptera curius,3,13,10,2003,road,open
T4,Lethe syrcis,3,13,10,2003,road,open
T4,Lethe verma,1,13,10,2003,road,open
T4,Melanitis leda,2,13,10,2003,road,open
T4,Mycalesis misenus,2,13,10,2003,road,open
T4,Papilio memnon,1,13,10,2003,road,open
T4,Parantica sita,2,13,10,2003,road,open
T4,Parnara sp,1,13,10,2003,road,open
T4,Pieris canidia,20,13,10,2003,road,open
T4,Pintara pin,1,13,10,2003,road,open
T4,Polyura athamas,1,13,10,2003,road,open
T4,Prioneris thestylis,2,13,10,2003,road,open
T4,Tagiades litigiosa,1,13,10,2003,road,open
T4,Tirumala septentrionis,2,13,10,2003,road,open
T4,Vindula erota,1,13,10,2003,road,open
T4,Yasoda tripunctata,2,13,10,2003,road,open
T4,Ypthima baldus,4,13,10,2003,road,open
T4,Zemeros flegyas,4,13,10,2003,road,open
T4,Appias albina,1,15,10,2003,road,open
T4,Argyreus hyperbius,3,15,10,2003,road,open
T4,Ariadne ariadne,1,15,10,2003,road,open
T4,Catopsilia pomona,2,15,10,2003,road,open
T4,Cethosia biblis,8,15,10,2003,road,open
T4,Danaus genutia,3,15,10,2003,road,open
T4,Euploea midamus,2,15,10,2003,road,open
T4,Euploea mulciber,1,15,10,2003,road,open
T4,Lamproptera curius,5,15,10,2003,road,open
T4,Lethe syrcis,1,15,10,2003,road,open
T4,Parnara sp,3,15,10,2003,road,open
T4,Pieris canidia,10,15,10,2003,road,open
T4,Prioneris thestylis,1,15,10,2003,road,open
T4,Tanaecia julii,1,15,10,2003,road,open
T4,Vanessa cardui,1,15,10,2003,road,open
T4,Vindula erota,5,15,10,2003,road,open
T4,Ypthima baldus,2,15,10,2003,road,open
T4,Zemeros flegyas,5,15,10,2003,road,open
T4,Abisara fylla,2,16,8,2003,road,open
T4,Cethosia biblis,6,16,8,2003,road,open
T4,Cupha erymanthis,1,16,8,2003,road,open
T4,Euploea core,1,16,8,2003,road,open
T4,Euploea mulciber,4,16,8,2003,road,open
T4,Hebomoia glaucippe,1,16,8,2003,road,open
T4,Ideopsis similis,4,16,8,2003,road,open
T4,Neope muirheadi,1,16,8,2003,road,open
T4,Notocrypta curvifascia,1,16,8,2003,road,open
T4,Papilio memnon,1,16,8,2003,road,open
T4,Papilio paris,1,16,8,2003,road,open
T4,Papilio protenor,5,16,8,2003,road,open
T4,Parantica sita,1,16,8,2003,road,open
T4,Pelopidas sp,2,16,8,2003,road,open
T4,Stibochiona nicea,1,16,8,2003,road,open
T4,Stichophthalma howqua,2,16,8,2003,road,open
T4,Tagiades litigiosa,1,16,8,2003,road,open
T4,Troides aeacus,5,16,8,2003,road,open
T4,Vindula erota,3,16,8,2003,road,open
T4,Ypthima baldus,2,16,8,2003,road,open
T4,Argyreus hyperbius,1,17,10,2003,road,open
T4,Cethosia biblis,1,17,10,2003,road,open
T4,Cirrochroa tyche,1,17,10,2003,road,open
T4,Danaus genutia,1,17,10,2003,road,open
T4,Delias pasithoe,1,17,10,2003,road,open
T4,Euploea mulciber,6,17,10,2003,road,open
T4,Eurema hecabe,2,17,10,2003,road,open
T4,Hebomoia glaucippe,1,17,10,2003,road,open
T4,Jamides alecto,1,17,10,2003,road,open
T4,Junonia almana,1,17,10,2003,road,open
T4,Lamproptera curius,1,17,10,2003,road,open
T4,Lethe confusa,1,17,10,2003,road,open
T4,Lethe syrcis,3,17,10,2003,road,open
T4,Melanitis leda,1,17,10,2003,road,open
T4,Parantica aglea,3,17,10,2003,road,open
T4,Parantica melaneus,1,17,10,2003,road,open
T4,Parnara sp,1,17,10,2003,road,open
T4,Pieris canidia,10,17,10,2003,road,open
T4,Ragadia crisilda,1,17,10,2003,road,open
T4,Sephisa chandra,1,17,10,2003,road,open
T4,Stibochiona nicea,1,17,10,2003,road,open
T4,Vanessa cardui,1,17,10,2003,road,open
T4,Vindula erota,1,17,10,2003,road,open
T4,Ypthima baldus,2,17,10,2003,road,open
T4,Zemeros flegyas,1,17,10,2003,road,open
T4,Cethosia biblis,7,17,8,2003,road,open
T4,Cupha erymanthis,1,17,8,2003,road,open
T4,Euploea mulciber,7,17,8,2003,road,open
T4,Eurema hecabe,1,17,8,2003,road,open
T4,Ideopsis similis,5,17,8,2003,road,open
T4,Isoteinon lamprospilus,1,17,8,2003,road,open
T4,Jamides celeno,2,17,8,2003,road,open
T4,Notocrypta curvifascia,1,17,8,2003,road,open
T4,Papilio bianor,1,17,8,2003,road,open
T4,Papilio memnon,2,17,8,2003,road,open
T4,Papilio paris,1,17,8,2003,road,open
T4,Papilio protenor,1,17,8,2003,road,open
T4,Pieris canidia,3,17,8,2003,road,open
T4,Pseudozizeeria maha,2,17,8,2003,road,open
T4,Stichophthalma howqua,1,17,8,2003,road,open
T4,Troides aeacus,1,17,8,2003,road,open
T4,Vindula erota,4,17,8,2003,road,open
T4,Ariadne ariadne,2,19,7,2003,road,open
T4,Castalius rosimon,1,19,7,2003,road,open
T4,Cethosia biblis,11,19,7,2003,road,open
T4,Euploea mulciber,10,19,7,2003,road,open
T4,Eurema hecabe,2,19,7,2003,road,open
T4,Heliophorus ila,1,19,7,2003,road,open
T4,Ideopsis similis,2,19,7,2003,road,open
T4,Jamides celeno,1,19,7,2003,road,open
T4,Lamproptera curius,2,19,7,2003,road,open
T4,Neptis clinia,1,19,7,2003,road,open
T4,Papilio helenus,1,19,7,2003,road,open
T4,Papilio memnon,6,19,7,2003,road,open
T4,Papilio protenor,2,19,7,2003,road,open
T4,Parantica aglea,2,19,7,2003,road,open
T4,Pseudozizeeria maha,1,19,7,2003,road,open
T4,Stichophthalma howqua,1,19,7,2003,road,open
T4,Tirumala septentrionis,3,19,7,2003,road,open
T4,Ypthima baldus,4,19,7,2003,road,open
T4,Argyreus hyperbius,4,19,8,2003,road,open
T4,Ariadne ariadne,1,19,8,2003,road,open
T4,Astictopterus jama,5,19,8,2003,road,open
T4,Catopsilia pomona,6,19,8,2003,road,open
T4,Cethosia biblis,11,19,8,2003,road,open
T4,Euploea mulciber,14,19,8,2003,road,open
T4,Eurema hecabe,2,19,8,2003,road,open
T4,Hebomoia glaucippe,2,19,8,2003,road,open
T4,Hypolimnas bolina,1,19,8,2003,road,open
T4,Ideopsis similis,3,19,8,2003,road,open
T4,Isoteinon lamprospilus,2,19,8,2003,road,open
T4,Notocrypta curvifascia,1,19,8,2003,road,open
T4,Papilio helenus,1,19,8,2003,road,open
T4,Papilio memnon,2,19,8,2003,road,open
T4,Papilio paris,2,19,8,2003,road,open
T4,Papilio protenor,4,19,8,2003,road,open
T4,Parantica aglea,3,19,8,2003,road,open
T4,Parantica sita,1,19,8,2003,road,open
T4,Parnara sp,12,19,8,2003,road,open
T4,Pelopidas sp,4,19,8,2003,road,open
T4,Stibochiona nicea,2,19,8,2003,road,open
T4,Stichophthalma howqua,2,19,8,2003,road,open
T4,Tirumala septentrionis,1,19,8,2003,road,open
T4,Troides aeacus,4,19,8,2003,road,open
T4,Vindula erota,2,19,8,2003,road,open
T4,Ypthima baldus,3,19,8,2003,road,open
T4,Zemeros flegyas,1,19,8,2003,road,open
T4,Argyreus hyperbius,2,20,7,2003,road,open
T4,Athyma cama,1,20,7,2003,road,open
T4,Cethosia biblis,9,20,7,2003,road,open
T4,Cethosia cyane,1,20,7,2003,road,open
T4,Euploea mulciber,3,20,7,2003,road,open
T4,Eurema hecabe,2,20,7,2003,road,open
T4,Ideopsis similis,4,20,7,2003,road,open
T4,Lamproptera curius,2,20,7,2003,road,open
T4,Papilio memnon,8,20,7,2003,road,open
T4,Pieris canidia,3,20,7,2003,road,open
T4,Prosotas nora,1,20,7,2003,road,open
T4,Pseudozizeeria maha,4,20,7,2003,road,open
T4,Stibochiona nicea,4,20,7,2003,road,open
