X,Y,xlo,ylo,fk_cat_especie,descripcion,perimetroestipite,alturaestipite,ObjectId
-5.975780429146391,37.37507098680959,236501.5,4140638,XX,Marra o Alcorque vac�o,NULL,NULL,2551
-5.971916257895976,37.372481984285322,236834.7,4140339,XX,Marra o Alcorque vac�o,NULL,NULL,2552
-5.974131478713474,37.372540865452095,236638.7,4140352,XX,Marra o Alcorque vac�o,NULL,NULL,2553
-5.987367667877064,37.38085860572383,235495.6,4141312,XX,Marra o Alcorque vac�o,NULL,NULL,2554
-5.97017443076036,37.36257125805394,236954.3,4139235,YEL,Yucca elephantipes,167,5.0,2555
-5.970073811025126,37.362601810056574,236963.4,4139238,YEL,Yucca elephantipes,162,6.0,2556
-5.972757044704123,37.387866678441796,236814.1,4142049,YEL,Yucca elephantipes,20,NULL,2557
-5.972748925672299,37.387866972830999,236814.8,4142049,YEL,Yucca elephantipes,2,20.0,2558
-5.972674006390921,37.386268300083373,236815.8,4141872,YEL,Yucca elephantipes,256,2.0,2559
-5.972651567104265,37.386257691473297,236817.8,4141870,YEL,Yucca elephantipes,143,2.0,2560
-5.975912904634279,37.385326971569242,236525.7,4141776,YEL,Yucca elephantipes,35,NULL,2561
-5.975967733808397,37.385317120578598,236520.8,4141775,YEL,Yucca elephantipes,45,NULL,2562
-5.959738714853897,37.404080183576198,238023.4,4143812,YEL,Yucca elephantipes,116,0.0,2563
-5.959350199085839,37.404445476720419,238059.1,4143852,YEL,Yucca elephantipes,42,0.0,2564
-5.9593792359583,37.404416996546054,238056.4,4143849,YEL,Yucca elephantipes,141,0.0,2565
-5.959418328295684,37.40436276435593,238052.7,4143843,YEL,Yucca elephantipes,173,0.0,2566
-5.959676380209558,37.404146531795938,238029.1,4143819,YEL,Yucca elephantipes,171,0.0,2567
-5.959753452328047,37.404032778814496,238021.9,4143807,YEL,Yucca elephantipes,78,0.5,2568
-5.959547620575398,37.404281493168568,238041,4143834,YEL,Yucca elephantipes,178,0.5,2569
-5.959324674405559,37.404474229329388,238061.4,4143855,YEL,Yucca elephantipes,51,0.0,2570
-5.959353006537881,37.404485233404301,238059,4143856,YEL,Yucca elephantipes,112,0.0,2571
-5.950076479836246,37.411374327715478,238904.2,4144595,YEL,Yucca elephantipes,67,0.0,2572
-5.96409852795882,37.418611774341905,237688.1,4145437,YEL,Yucca elephantipes,146,1.5,2573
-5.953217895808484,37.40740539567998,238612.3,4144163,YEL,Yucca elephantipes,163,2.5,2574
-5.961212902064507,37.407416819756747,237904.5,4144187,YEL,Yucca elephantipes,400,1.0,2575
-5.954376091772115,37.402888682641127,238494,4143665,YEL,Yucca elephantipes,75,0.0,2576
-5.950200675230964,37.403408962474735,238865.5,4143711,YEL,Yucca elephantipes,27,1.0,2577
-5.956932110000374,37.363937132831531,238132.2,4139349,WRO,Washingtonia robusta,108,17.0,2578
-5.956652797929912,37.364304548738012,238158.2,4139389,WRO,Washingtonia robusta,108,22.0,2579
-5.956718449975393,37.364214150904253,238152,4139380,WRO,Washingtonia robusta,106,19.0,2580
-5.982835733864147,37.381480127905611,235899.1,4141369,WRO,Washingtonia robusta,100,8.0,2581
-5.98280916500439,37.381604604438728,235901.9,4141382,WRO,Washingtonia robusta,100,8.0,2582
-5.956636090149044,37.364048702790427,238158.8,4139361,WRO,Washingtonia robusta,109,17.0,2583
-5.956708963440696,37.363958214403034,238152,4139351,WRO,Washingtonia robusta,101,17.0,2584
-5.956496497138434,37.364234030832932,238171.8,4139381,WRO,Washingtonia robusta,101,18.0,2585
-5.956565842438032,37.364139936409615,238165.3,4139371,WRO,Washingtonia robusta,111,23.0,2586
-5.956916342560033,37.363682254574769,238132.7,4139321,WRO,Washingtonia robusta,109,22.0,2587
-5.956989870284817,37.363588325586193,238125.8,4139311,WRO,Washingtonia robusta,115,21.0,2588
-5.956777356853878,37.363865765600735,238145.6,4139341,WRO,Washingtonia robusta,105,18.0,2589
-5.956845739847456,37.363775930120838,238139.2,4139331,WRO,Washingtonia robusta,108,22.0,2590
-5.970203222214219,37.420195212606785,237153.3,4145630,WRO,Washingtonia robusta,112,10.0,2591
-5.970635841291903,37.420193343340671,237115,4145631,WRO,Washingtonia robusta,115,8.0,2592
-5.970236627585345,37.420148598731018,237150.2,4145625,WRO,Washingtonia robusta,100,7.0,2593
-5.970269154927401,37.420102637668251,237147.1,4145620,WRO,Washingtonia robusta,103,8.0,2594
-5.970419826128603,37.420238873215879,237134.3,4145635,WRO,Washingtonia robusta,106,8.0,2595
-5.970534541203411,37.420228599521337,237124.1,4145634,WRO,Washingtonia robusta,113,9.0,2596
-5.970047504150034,37.420068474699647,237166.6,4145615,WRO,Washingtonia robusta,116,7.0,2597
-5.970163368149453,37.420015822678039,237156.2,4145610,WRO,Washingtonia robusta,99,8.0,2598
-5.970212505264437,37.42006423541968,237152,4145615,WRO,Washingtonia robusta,89,7.0,2599
-5.970005691173936,37.419985277029767,237170,4145606,WRO,Washingtonia robusta,105,9.0,2600
-5.970159409024327,37.420101432793118,237156.8,4145619,WRO,Washingtonia robusta,106,6.0,2601
-5.970101263825425,37.420042343726458,237161.8,4145613,WRO,Washingtonia robusta,100,7.0,2602
-5.970568594922582,37.420101234317293,237120.6,4145620,WRO,Washingtonia robusta,104,10.0,2603
-5.970603232579696,37.420148659962159,237117.7,4145626,WRO,Washingtonia robusta,105,8.0,2604
-5.97051671902905,37.42017786756395,237125.5,4145629,WRO,Washingtonia robusta,95,8.0,2605
-5.970342824006011,37.420125744399833,237140.7,4145623,WRO,Washingtonia robusta,115,7.0,2606
-5.98559509363039,37.373962175308876,235628.3,4140542,WRO,Washingtonia robusta,118,20.0,2607
-5.985709980752593,37.373901153987141,235618,4140535,WRO,Washingtonia robusta,138,20.0,2608
-5.985747353740511,37.373886964054968,235614.6,4140534,WRO,Washingtonia robusta,105,15.0,2609
-5.986098498303133,37.374516132354707,235585.7,4140605,WRO,Washingtonia robusta,133,20.0,2610
-5.986129227830046,37.374516617270928,235583,4140605,WRO,Washingtonia robusta,121,20.0,2611
-5.986158337474267,37.374513268552676,235580.4,4140605,WRO,Washingtonia robusta,122,20.0,2612
-5.986185262702406,37.374511777153735,235578,4140605,WRO,Washingtonia robusta,129,19.0,2613
-5.986212116494397,37.374508485431505,235575.6,4140604,WRO,Washingtonia robusta,138,20.0,2614
-5.986240038991174,37.374506518286573,235573.1,4140604,WRO,Washingtonia robusta,124,19.0,2615
-5.986264167903083,37.374502844885619,235571,4140604,WRO,Washingtonia robusta,131,18.0,2616
-5.985970765975306,37.375528278454318,235600.6,4140717,WRO,Washingtonia robusta,156,18.0,2617
-5.94981162842666,37.377450819597094,238809.8,4140829,WRO,Washingtonia robusta,167,6.0,2618
-5.949749034969597,37.377458419326423,238815.4,4140830,WRO,Washingtonia robusta,113,6.0,2619
-5.949785222305423,37.377266849808855,238811.5,4140809,WRO,Washingtonia robusta,105,6.0,2620
-5.949790663121924,37.377310596034299,238811.2,4140814,WRO,Washingtonia robusta,118,6.0,2621
-5.958356419544878,37.361721260810853,237998.3,4139107,WRO,Washingtonia robusta,141,7.0,2622
-5.95846416717989,37.361573221165166,237988.2,4139091,WRO,Washingtonia robusta,117,8.0,2623
-5.958517360106012,37.361507733451575,237983.3,4139084,WRO,Washingtonia robusta,116,6.0,2624
-5.958605946482841,37.36138918777668,237975,4139071,WRO,Washingtonia robusta,111,6.0,2625
-5.948059201908053,37.375325320148882,238957.6,4140589,WRO,Washingtonia robusta,164,9.0,2626
-5.951571597382025,37.37470222327282,238644.4,4140529,WRO,Washingtonia robusta,103,3.0,2627
-5.947485782581308,37.375470460098121,239008.9,4140603,WRO,Washingtonia robusta,113,6.0,2628
-5.947435837574383,37.37542908532221,239013.2,4140598,WRO,Washingtonia robusta,121,5.0,2629
-5.947380407843661,37.375388928612566,239018,4140594,WRO,Washingtonia robusta,115,6.0,2630
-5.948159601715422,37.377176314672724,238955.2,4140794,WRO,Washingtonia robusta,98,5.0,2631
-5.94813362642165,37.377204986002525,238957.6,4140797,WRO,Washingtonia robusta,93,5.5,2632
-5.948123291710567,37.377240926188115,238958.6,4140801,WRO,Washingtonia robusta,99,6.0,2633
-5.948121755421116,37.377276646855407,238958.9,4140805,WRO,Washingtonia robusta,97,6.0,2634
-5.948117240474462,37.377311270449155,238959.4,4140809,WRO,Washingtonia robusta,99,5.5,2635
-5.948110469514828,37.377345950329278,238960.1,4140813,WRO,Washingtonia robusta,98,5.5,2636
-5.948171945730032,37.377341533085882,238954.6,4140813,WRO,Washingtonia robusta,89,5.5,2637
-5.947093443971573,37.376924029486311,239048.7,4140763,WRO,Washingtonia robusta,136,13.0,2638
-5.952360380333454,37.374627823313141,238574.3,4140523,WRO,Washingtonia robusta,206,19.0,2639
-5.952317945136179,37.374639786477189,238578.1,4140524,WRO,Washingtonia robusta,93,10.0,2640
-5.981968806599339,37.376534907985473,235958.6,4140817,WRO,Washingtonia robusta,160,15.0,2641
-5.935394610422737,37.40760066544054,240190.8,4144136,WRO,Washingtonia robusta,137,6.0,2642
-5.941902907253896,37.405068505111956,239605.9,4143872,WRO,Washingtonia robusta,155,20.0,2643
-5.948008601398778,37.406737348647525,239071.1,4144075,WRO,Washingtonia robusta,186,5.0,2644
-5.953299969335858,37.374296448911856,238489.9,4140489,WRO,Washingtonia robusta,150,25.0,2645
-5.953059011338389,37.37510460194688,238514,4140578,WRO,Washingtonia robusta,143,22.0,2646
-5.954806241667507,37.366433103691747,238329.1,4139620,WRO,Washingtonia robusta,95,12.0,2647
-5.954875478487128,37.366341896347095,238322.7,4139611,WRO,Washingtonia robusta,108,12.0,2648
-5.954945786442392,37.366249220469896,238316.1,4139600,WRO,Washingtonia robusta,123,14.0,2649
-5.955018765688311,37.366155576686886,238309.3,4139590,WRO,Washingtonia robusta,112,18.0,2650
-5.955085947470584,37.366066673284152,238303.1,4139581,WRO,Washingtonia robusta,111,17.0,2651
-5.955156966955546,37.365974880563407,238296.5,4139571,WRO,Washingtonia robusta,100,17.0,2652
-5.955228465671134,37.36588379667279,238289.8,4139561,WRO,Washingtonia robusta,110,17.0,2653
-5.955298371128866,37.36579239215726,238283.3,4139551,WRO,Washingtonia robusta,110,16.0,2654
-5.955369686051563,37.36569951064363,238276.7,4139541,WRO,Washingtonia robusta,113,16.0,2655
-5.955438015759279,37.365608235563151,238270.3,4139531,WRO,Washingtonia robusta,99,16.0,2656
-5.955599221242867,37.365679983761524,238256.3,4139539,WRO,Washingtonia robusta,102,18.0,2657
-5.955528442270278,37.365772131149797,238262.9,4139549,WRO,Washingtonia robusta,103,18.0,2658
-5.955457356586261,37.36586509713014,238269.5,4139559,WRO,Washingtonia robusta,104,17.0,2659
-5.955387130587369,37.365956960287605,238276,4139569,WRO,Washingtonia robusta,105,19.0,2660
-5.955315808396821,37.366049661780785,238282.7,4139579,WRO,Washingtonia robusta,115,19.0,2661
-5.955243685953353,37.3661421129245,238289.4,4139589,WRO,Washingtonia robusta,117,20.0,2662
-5.955175140595465,37.366233663612604,238295.8,4139599,WRO,Washingtonia robusta,116,20.0,2663
-5.955104498128888,37.366326438093239,238302.3,4139609,WRO,Washingtonia robusta,106,16.0,2664
-5.955033555723795,37.366417327789172,238309,4139619,WRO,Washingtonia robusta,113,20.0,2665
-5.954751229981078,37.366786076264056,238335.2,4139659,WRO,Washingtonia robusta,104,20.0,2666
-5.954680417188315,37.36687741305137,238341.8,4139669,WRO,Washingtonia robusta,106,18.0,2667
-5.954610598088821,37.366968184312306,238348.3,4139679,WRO,Washingtonia robusta,102,19.0,2668
-5.954539517268422,37.367061329858167,238355,4139689,WRO,Washingtonia robusta,109,20.0,2669
-5.954468059061656,37.367153493622496,238361.6,4139699,WRO,Washingtonia robusta,116,20.0,2670
-5.954398334584426,37.367243811863659,238368.1,4139709,WRO,Washingtonia robusta,116,20.0,2671
-5.954245655666649,37.367167884216087,238381.3,4139700,WRO,Washingtonia robusta,91,16.0,2672
-5.9543157324923,37.367075034260687,238374.8,4139690,WRO,Washingtonia robusta,110,18.0,2673
-5.954388808401348,37.36698093789785,238368,4139680,WRO,Washingtonia robusta,106,18.0,2674
-5.954459279763578,37.366889519707989,238361.5,4139670,WRO,Washingtonia robusta,104,16.0,2675
-5.954527358032227,37.366800413981309,238355.1,4139660,WRO,Washingtonia robusta,113,17.0,2676
-5.954597261613664,37.366708919801397,238348.6,4139650,WRO,Washingtonia robusta,112,17.0,2677
-5.954668201281818,37.366617940318498,238342,4139641,WRO,Washingtonia robusta,106,17.0,2678
-5.963242504503983,37.372318841930785,237602.4,4140297,WRO,Washingtonia robusta,139,14.0,2679
-5.966023340920976,37.373050482911232,237358.6,4140386,WRO,Washingtonia robusta,127,15.0,2680
-5.966510823770746,37.37273161322377,237314.3,4140352,WRO,Washingtonia robusta,21,5.0,2681
-5.957719847016116,37.365189728771306,238066.7,4139491,WRO,Washingtonia robusta,122,8.0,2682
-5.957716916575292,37.365230079873257,238067.1,4139495,WRO,Washingtonia robusta,150,10.0,2683
-5.9576774898363,37.365238004873014,238070.7,4139496,WRO,Washingtonia robusta,150,10.0,2684
-5.957469597424372,37.365558401533399,238090.2,4139531,WRO,Washingtonia robusta,110,7.0,2685
-5.957381939727952,37.365657640308015,238098.3,4139542,WRO,Washingtonia robusta,110,2.5,2686
-5.957376698171843,37.365679397122719,238098.8,4139544,WRO,Washingtonia robusta,93,2.0,2687
-5.957346378911113,37.364873068823037,238098.7,4139454,WRO,Washingtonia robusta,205,5.0,2688
-5.955949769008024,37.365220321110975,238223.6,4139489,WRO,Washingtonia robusta,116,20.0,2689
-5.956018002484063,37.365129498650766,238217.3,4139479,WRO,Washingtonia robusta,112,22.0,2690
-5.956086905095075,37.365035595781144,238210.8,4139469,WRO,Washingtonia robusta,112,21.0,2691
-5.956160389801467,37.364946263810268,238204,4139459,WRO,Washingtonia robusta,113,20.0,2692
-5.956232164620899,37.364853640614989,238197.3,4139449,WRO,Washingtonia robusta,106,22.0,2693
-5.956300309404637,37.364763450966123,238191,4139439,WRO,Washingtonia robusta,97,17.0,2694
-5.956373768527324,37.364670605340358,238184.2,4139429,WRO,Washingtonia robusta,108,17.0,2695
-5.956442660029834,37.364579315650275,238177.7,4139419,WRO,Washingtonia robusta,105,20.0,2696
-5.956514229819521,37.36448723806204,238171.1,4139409,WRO,Washingtonia robusta,105,21.0,2697
-5.95658134444871,37.364393830183332,238164.8,4139399,WRO,Washingtonia robusta,102,22.0,2698
-5.957072892833494,37.363753396447002,238119,4139329,WRO,Washingtonia robusta,108,21.0,2699
-5.957144281513244,37.363662494415898,238112.4,4139319,WRO,Washingtonia robusta,112,20.0,2700
-5.957212836045753,37.36356841941663,238106,4139309,WRO,Washingtonia robusta,106,17.0,2701
-5.952646608654248,37.374452532182111,238548.3,4140504,WRO,Washingtonia robusta,142,15.0,2702
-5.952059983884649,37.374485120197093,238600.4,4140506,WRO,Washingtonia robusta,38,0.5,2703
-5.952384889805696,37.374838151076879,238572.8,4140547,WRO,Washingtonia robusta,90,2.0,2704
-5.952386821308226,37.374688795768606,238572.1,4140530,WRO,Washingtonia robusta,106,20.0,2705
-5.951067954691334,37.376879890116001,238696.5,4140769,WRO,Washingtonia robusta,75,0.5,2706
-5.951085873364075,37.377336824978507,238696.5,4140820,WRO,Washingtonia robusta,101,0.5,2707
-5.952995272299537,37.375258475378153,238520.2,4140595,WRO,Washingtonia robusta,69,2.5,2708
-5.957364428307764,37.363369634683622,238091.9,4139288,WRO,Washingtonia robusta,115,13.0,2709
-5.95719806904456,37.363316039159571,238106.4,4139281,WRO,Washingtonia robusta,108,14.0,2710
-5.9571271778096,37.363408100162061,238113,4139291,WRO,Washingtonia robusta,110,21.0,2711
-5.957055828219481,37.363499992379261,238119.7,4139301,WRO,Washingtonia robusta,102,19.0,2712
-5.956355930189766,37.364414697524936,238184.8,4139401,WRO,Washingtonia robusta,105,22.0,2713
-5.956286802550911,37.3645057227519,238191.3,4139411,WRO,Washingtonia robusta,102,21.0,2714
-5.956215021034811,37.364598165931078,238198,4139421,WRO,Washingtonia robusta,109,23.0,2715
-5.956144719634687,37.364690932471504,238204.5,4139431,WRO,Washingtonia robusta,102,21.0,2716
-5.956075721953892,37.364782404864222,238211,4139441,WRO,Washingtonia robusta,103,21.0,2717
-5.956004923148203,37.364874012378081,238217.5,4139451,WRO,Washingtonia robusta,105,21.0,2718
-5.955934138312069,37.364965979929501,238224.1,4139461,WRO,Washingtonia robusta,98,17.0,2719
-5.955864463449356,37.365057469142982,238230.6,4139471,WRO,Washingtonia robusta,105,19.0,2720
-5.955794467748484,37.36514941687642,238237.1,4139481,WRO,Washingtonia robusta,104,22.0,2721
-5.95571909723984,37.365242490176811,238244.1,4139491,WRO,Washingtonia robusta,110,18.0,2722
-5.955649647437095,37.365333973640432,238250.6,4139501,WRO,Washingtonia robusta,105,19.0,2723
-5.955581663634706,37.365425420400236,238257,4139511,WRO,Washingtonia robusta,100,18.0,2724
-5.95762794366434,37.363048567019689,238067.4,4139253,WRO,Washingtonia robusta,105,14.0,2725
-5.957299138895029,37.363167446771079,238097,4139265,WRO,Washingtonia robusta,108,14.0,2726
-5.957387097959565,37.363047205634331,238088.8,4139252,WRO,Washingtonia robusta,105,12.0,2727
-5.957461178533467,37.362958759050308,238081.9,4139242,WRO,Washingtonia robusta,116,2.0,2728
-5.957555561160622,37.362832500094392,238073.1,4139229,WRO,Washingtonia robusta,105,17.0,2729
-5.957763371977022,37.362561934457439,238053.7,4139199,WRO,Washingtonia robusta,119,20.0,2730
-5.957889949840005,37.362396033400877,238041.9,4139181,WRO,Washingtonia robusta,130,21.0,2731
-5.935466531727506,37.407267194969279,240183.3,4144099,WRO,Washingtonia robusta,122,6.0,2732
-5.948111250860414,37.406402563950358,239060.9,4144038,WRO,Washingtonia robusta,184,6.0,2733
-5.941000988555257,37.399256187820903,239665.6,4143225,WRO,Washingtonia robusta,140,5.0,2734
-5.929648045347693,37.405333950522447,240691.8,4143868,WRO,Washingtonia robusta,130,8.0,2735
-5.930302427962828,37.405523434520049,240634.5,4143891,WRO,Washingtonia robusta,115,12.0,2736
-5.941046603546925,37.399284697395238,239661.7,4143228,WRO,Washingtonia robusta,136,5.0,2737
-5.930362583657649,37.405545370145326,240629.2,4143894,WRO,Washingtonia robusta,144,10.0,2738
-5.929856395157883,37.405361672400971,240673.4,4143872,WRO,Washingtonia robusta,130,11.0,2739
-5.929785485616731,37.405333335298401,240679.6,4143868,WRO,Washingtonia robusta,129,7.0,2740
-5.929715751929819,37.405314880759562,240685.7,4143866,WRO,Washingtonia robusta,124,6.0,2741
-5.930181898568314,37.405476865373444,240645,4143885,WRO,Washingtonia robusta,107,12.0,2742
-5.929928553055205,37.405390158712073,240667.1,4143875,WRO,Washingtonia robusta,129,11.0,2743
-5.92999021762288,37.405413138392376,240661.7,4143878,WRO,Washingtonia robusta,123,7.0,2744
-5.930241853066248,37.405499436801101,240639.8,4143888,WRO,Washingtonia robusta,147,12.0,2745
-5.930196213059745,37.405418120992771,240643.5,4143879,WRO,Washingtonia robusta,147,8.0,2746
-5.930261336740332,37.405442906974997,240637.8,4143882,WRO,Washingtonia robusta,133,11.0,2747
-5.930015602669947,37.405348622927036,240659.3,4143871,WRO,Washingtonia robusta,120,11.0,2748
-5.929955246671584,37.405324439412873,240664.5,4143868,WRO,Washingtonia robusta,127,8.0,2749
-5.93013906220617,37.405395029464486,240648.5,4143876,WRO,Washingtonia robusta,126,11.0,2750
-5.930425573979988,37.40557047927382,240623.7,4143897,WRO,Washingtonia robusta,139,10.0,2751
-5.930087474489976,37.405450913851993,240653.3,4143882,WRO,Washingtonia robusta,123,8.0,2752
-5.958604524730857,37.390638759808517,238077,4142317,WRO,Washingtonia robusta,95,3.0,2753
-5.958541319203517,37.390691342865367,238082.8,4142323,WRO,Washingtonia robusta,103,3.0,2754
-5.958533825466055,37.390638637978618,238083.2,4142317,WRO,Washingtonia robusta,100,3.0,2755
-5.958475995309114,37.390684328405506,238088.5,4142322,WRO,Washingtonia robusta,117,3.0,2756
-5.958621313492722,37.394562297922704,238089.2,4142753,WRO,Washingtonia robusta,138,16.0,2757
-5.957800474070956,37.393640066664304,238158.6,4142648,WRO,Washingtonia robusta,118,12.0,2758
-5.967591092447492,37.415909109695967,237369.5,4145147,WRO,Washingtonia robusta,136,7.0,2759
-5.961587787924833,37.408445716284966,237874.9,4144302,WRO,Washingtonia robusta,130,12.0,2760
-5.964046617339233,37.416720127685096,237686.1,4145227,WRO,Washingtonia robusta,124,10.0,2761
-5.964352666038606,37.416434109498098,237658,4145196,WRO,Washingtonia robusta,101,10.0,2762
-5.964360792022082,37.416539870366989,237657.7,4145208,WRO,Washingtonia robusta,100,10.0,2763
-5.964257422636314,37.416559855022072,237666.9,4145210,WRO,Washingtonia robusta,110,10.0,2764
-5.964195509082386,37.416519599526978,237672.2,4145205,WRO,Washingtonia robusta,101,10.0,2765
-5.957001504521825,37.397426879461655,238242.6,4143066,WRO,Washingtonia robusta,87,3.5,2766
-5.958475050239541,37.390746435476487,238088.8,4142329,WRO,Washingtonia robusta,112,2.5,2767
-5.957231266584344,37.396847780742235,238220.2,4143003,WRO,Washingtonia robusta,109,3.5,2768
-5.960134280336843,37.397559544851674,237965.6,4143090,WRO,Washingtonia robusta,133,9.0,2769
-5.959017210698622,37.397568877139591,238064.6,4143088,WRO,Washingtonia robusta,118,11.0,2770
-5.918391888704095,37.386958181579551,241625.2,4141798,WRO,Washingtonia robusta,150,11.0,2771
-5.914334263518505,37.375402467732819,241944.8,4140504,WRO,Washingtonia robusta,128,5.0,2772
-5.914331323827827,37.375475257109478,241945.3,4140512,WRO,Washingtonia robusta,143,5.0,2773
-5.914331811254554,37.375546159810213,241945.5,4140520,WRO,Washingtonia robusta,141,5.0,2774
-5.953779067261987,37.407158349803147,238561.7,4144137,WRO,Washingtonia robusta,157,14.0,2775
-5.953965724626162,37.407110881790885,238545,4144133,WRO,Washingtonia robusta,160,14.0,2776
-5.952955904391085,37.407504844928731,238635.8,4144173,WRO,Washingtonia robusta,137,14.0,2777
-5.96424278301804,37.416455068562392,237667.8,4145198,WRO,Washingtonia robusta,106,10.0,2778
-5.964455560093518,37.416522354145933,237649.2,4145206,WRO,Washingtonia robusta,109,10.0,2779
-5.948203928830322,37.403399881431156,239042.3,4143705,WRO,Washingtonia robusta,127,9.0,2780
-5.967588186458531,37.415852686204374,237369.6,4145141,WRO,Washingtonia robusta,106,8.0,2781
-5.964305314091771,37.416496660128026,237662.4,4145203,WRO,Washingtonia robusta,109,10.0,2782
-5.967527875087887,37.415887360470698,237375,4145144,WRO,Washingtonia robusta,120,7.0,2783
-5.952955758153688,37.407489620590972,238635.8,4144172,WRO,Washingtonia robusta,132,13.0,2784
-5.961536861622253,37.408520699988479,237879.7,4144310,WRO,Washingtonia robusta,130,12.0,2785
-5.964416127642891,37.416473515104201,237652.5,4145201,WRO,Washingtonia robusta,111,10.0,2786
-5.951983015007254,37.407703336795976,238722.6,4144193,WRO,Washingtonia robusta,125,12.0,2787
-5.952533242224995,37.40761461700226,238673.6,4144184,WRO,Washingtonia robusta,122,14.0,2788
-5.964162033167045,37.404296542796757,237632.5,4143849,WRO,Washingtonia robusta,78,4.0,2789
-5.952937827316318,37.407498989360441,238637.4,4144173,WRO,Washingtonia robusta,138,13.0,2790
-5.964149561241292,37.404215129358391,237633.3,4143839,WRO,Washingtonia robusta,86,6.0,2791
-5.95250565814883,37.407611161542405,238676,4144184,WRO,Washingtonia robusta,117,14.0,2792
-5.964067422914438,37.404223137349703,237640.7,4143840,WRO,Washingtonia robusta,89,7.0,2793
-5.964109546673148,37.404220098068677,237636.9,4143840,WRO,Washingtonia robusta,120,4.0,2794
-5.952617147442345,37.40765721264205,238666.3,4144189,WRO,Washingtonia robusta,143,14.0,2795
-5.951798153732363,37.4077563434344,238739.2,4144198,WRO,Washingtonia robusta,132,12.0,2796
-5.964121630351105,37.404300259766053,237636.1,4143849,WRO,Washingtonia robusta,85,4.5,2797
-5.952523422623615,37.407629189364648,238674.5,4144186,WRO,Washingtonia robusta,134,15.0,2798
-5.964080360307147,37.404304899544158,237639.8,4143849,WRO,Washingtonia robusta,73,3.0,2799
-5.964336818978712,37.405268908757712,237620.5,4143957,WRO,Washingtonia robusta,97,5.0,2800
-5.96442454608227,37.405336719880076,237612.9,4143965,WRO,Washingtonia robusta,84,6.0,2801
-5.964243719858499,37.416687879282435,237668.6,4145224,WRO,Washingtonia robusta,118,9.0,2802
-5.964362800308801,37.405349172198804,237618.4,4143966,WRO,Washingtonia robusta,92,4.0,2803
-5.964440300040864,37.405249281905498,237611.2,4143955,WRO,Washingtonia robusta,86,6.0,2804
-5.964510322464764,37.416644785550872,237644.8,4145220,WRO,Washingtonia robusta,99,10.0,2805
-5.964400113261903,37.405258490038648,237614.8,4143956,WRO,Washingtonia robusta,94,5.0,2806
-5.964466038041778,37.405329100897212,237609.2,4143964,WRO,Washingtonia robusta,98,6.0,2807
-5.965627168966777,37.325399218881479,237227.5,4135097,WRO,Washingtonia robusta,144,11.0,2808
-5.969149485705177,37.334982800125339,236948.8,4136170,WRO,Washingtonia robusta,104,12.0,2809
-5.978928616386004,37.357656727949667,236161.7,4138714,WRO,Washingtonia robusta,210,13.0,2810
-5.96919569228262,37.334938298068373,236944.5,4136165,WRO,Washingtonia robusta,117,12.0,2811
-5.939627036416109,37.370154101614425,239686.6,4139991,WRO,Washingtonia robusta,108,6.0,2812
-5.945859839639553,37.374828355665038,239150.7,4140527,WRO,Washingtonia robusta,125,8.0,2813
-5.948550862939975,37.372946394089475,238905.8,4140326,WRO,Washingtonia robusta,119,18.0,2814
-5.939618130928584,37.370174687368262,239687.4,4139994,WRO,Washingtonia robusta,113,9.0,2815
-5.939549474711822,37.370263979408627,239693.8,4140003,WRO,Washingtonia robusta,102,4.0,2816
-5.945410325665462,37.375367047503346,239192.4,4140586,WRO,Washingtonia robusta,111,10.0,2817
-5.945980210248447,37.374926725132767,239140.4,4140539,WRO,Washingtonia robusta,110,9.0,2818
-5.939602369520126,37.370198957847855,239688.9,4139996,WRO,Washingtonia robusta,113,9.0,2819
-5.947971621974814,37.373397864820554,238958.7,4140374,WRO,Washingtonia robusta,120,22.0,2820
-5.946979003471371,37.374154382734744,239049.2,4140456,WRO,Washingtonia robusta,119,23.0,2821
-5.968651181415937,37.335115247785524,236993.4,4136183,WRO,Washingtonia robusta,129,13.0,2822
-5.949035605146434,37.373757244321993,238865.7,4140417,WRO,Washingtonia robusta,81,1.0,2823
-5.939573133831498,37.370251136301654,239691.7,4140002,WRO,Washingtonia robusta,104,3.0,2824
-5.946261803076862,37.374713359433194,239114.7,4140516,WRO,Washingtonia robusta,125,9.0,2825
-5.941782192228591,37.368883122917865,239491.3,4139856,WRO,Washingtonia robusta,128,6.0,2826
-5.94814839738903,37.373258654579708,238942.6,4140360,WRO,Washingtonia robusta,117,18.0,2827
-5.947572158225308,37.373700407079077,238995.1,4140407,WRO,Washingtonia robusta,134,21.0,2828
-5.947371806554499,37.373857505076593,239013.4,4140424,WRO,Washingtonia robusta,118,23.0,2829
-5.948354054213647,37.373101603154957,238923.8,4140343,WRO,Washingtonia robusta,123,20.0,2830
-5.945695376451344,37.375138098514597,239166.3,4140561,WRO,Washingtonia robusta,96,7.0,2831
-5.939587168244254,37.370226007714209,239690.3,4139999,WRO,Washingtonia robusta,111,7.5,2832
-5.945578276853191,37.375045414067145,239176.4,4140551,WRO,Washingtonia robusta,120,10.0,2833
-5.968819204809068,37.335077868617532,236978.4,4136180,WRO,Washingtonia robusta,111,12.0,2834
-5.969034924852197,37.335036678126222,236959.1,4136176,WRO,Washingtonia robusta,122,12.0,2835
