X,Y,xlo,ylo,fk_cat_especie,descripcion,perimetroestipite,alturaestipite,ObjectId
-5.96481449946504,37.418278433651899,237623.6,4145402,YEL,Yucca elephantipes,84,2.5,639
-5.950852242898736,37.399286802106957,238793.5,4143256,YEL,Yucca elephantipes,89,0.0,640
-5.957661242889813,37.400698709859142,238195.5,4143431,YUZ,Yucca sp,25,1.5,641
-5.95654280390701,37.401490177923634,238297.3,4143516,YUZ,Yucca sp,88,1.5,642
-5.967866986069098,37.40888120101593,237320.5,4144368,YUZ,Yucca sp,200,7.0,643
-5.966776648110296,37.410032754539458,237421.1,4144492,YUZ,Yucca sp,120,1.5,644
-5.997221972149168,37.402877766086121,234700.6,4143784,YUZ,Yucca sp,64,5.0,645
-5.966589221874877,37.392996929155409,237378.2,4142601,YUZ,Yucca sp,140,4.5,646
-5.966563349319101,37.392993794344669,237380.5,4142601,YUZ,Yucca sp,150,5.0,647
-5.965663431024886,37.392857620205476,237459.7,4142583,YUZ,Yucca sp,35,3.0,648
-5.969103700206899,37.399044229356022,237176.7,4143279,YUZ,Yucca sp,120,4.0,649
-5.968717136349595,37.399399952014221,237212.1,4143318,YUZ,Yucca sp,40,1.5,650
-5.968703231346149,37.39937101691666,237213.3,4143315,YUZ,Yucca sp,40,2.0,651
-5.96868113422039,37.39939490971333,237215.3,4143317,YUZ,Yucca sp,40,2.5,652
-5.967032084876595,37.41162752477652,237404,4144670,YUZ,Yucca sp,220,2.5,653
-5.973825140528799,37.415892256355647,236817.6,4145162,YUZ,Yucca sp,60,0.5,654
-5.973839914993748,37.41583169362228,236816.1,4145156,YUZ,Yucca sp,50,1.0,655
-6.008359610453296,37.406388449617836,233726.9,4144205,YUZ,Yucca sp,41,3.0,656
-6.007386168796886,37.406176349718571,233812.4,4144178,YUZ,Yucca sp,198,4.0,657
-6.008691596001487,37.406445320688036,233697.7,4144212,YUZ,Yucca sp,109,4.0,658
-6.00862528912681,37.406433944251333,233703.6,4144211,YUZ,Yucca sp,91,4.0,659
-6.008559098710233,37.406422654916163,233709.4,4144209,YUZ,Yucca sp,84,5.0,660
-6.00849290470862,37.406411275529443,233715.2,4144208,YUZ,Yucca sp,113,5.0,661
-6.008315511986934,37.406548157985974,233731.4,4144222,YUZ,Yucca sp,41,4.0,662
-6.008302895181235,37.406602632574689,233732.7,4144228,YUZ,Yucca sp,48,4.0,663
-5.976513136944583,37.383407456863928,236465.8,4141565,ZZ,Especie sin determinar,40,7.0,664
-5.970120678221519,37.369684449804247,236984,4140024,ZZ,Especie sin determinar,130,8.0,665
-5.985130436246925,37.375902096013625,235676.3,4140756,ZZ,Especie sin determinar,NULL,NULL,666
-5.985283769844275,37.376001844275855,235663.1,4140767,ZZ,Especie sin determinar,NULL,NULL,667
-5.985048630341184,37.375914795180478,235683.6,4140757,ZZ,Especie sin determinar,NULL,NULL,668
-5.98536898757823,37.375995456279419,235655.5,4140767,ZZ,Especie sin determinar,NULL,NULL,669
-5.98530260821618,37.375970101507924,235661.3,4140764,ZZ,Especie sin determinar,NULL,NULL,670
-5.970319724174998,37.36439704036831,236947.9,4139438,ZZ,Especie sin determinar,237,5.0,671
-5.972379715989074,37.37441149018175,236800.4,4140555,ZZ,Especie sin determinar,100,0.5,672
-5.973672161952916,37.370334004870941,236671.7,4140106,ZZ,Especie sin determinar,NULL,NULL,673
-5.973851247374606,37.370769037299986,236657.3,4140155,ZZ,Especie sin determinar,NULL,NULL,674
-5.972018152352476,37.372517716810655,236825.8,4140344,ZZ,Especie sin determinar,NULL,NULL,675
-5.972043352987098,37.372492574028513,236823.5,4140341,ZZ,Especie sin determinar,NULL,NULL,676
-5.973748888075136,37.371998862793689,236670.7,4140291,ZZ,Especie sin determinar,NULL,NULL,677
-6.006052287831944,37.397059828833036,233898.2,4143163,RRE,Roystonea regia,79,4.0,678
-6.011638814383877,37.398760468251474,233409.6,4143367,RRE,Roystonea regia,92,6.0,679
-6.007086470610959,37.395732476707813,233801.9,4143018,SRM,Syagrus romanzoffiana,81,7.0,680
-6.007088535332358,37.39579540784964,233802,4143025,SRM,Syagrus romanzoffiana,78,7.0,681
-6.007012406481954,37.395820592813692,233808.8,4143028,SRM,Syagrus romanzoffiana,71,6.0,682
-6.007014249103817,37.39588361971586,233808.8,4143035,SRM,Syagrus romanzoffiana,74,7.0,683
-6.006935534778969,37.395911934025939,233815.9,4143038,SRM,Syagrus romanzoffiana,71,6.0,684
-6.006940369558381,37.395973533189441,233815.7,4143045,SRM,Syagrus romanzoffiana,72,6.0,685
-6.0068661739584,37.396004705920006,233822.4,4143048,SRM,Syagrus romanzoffiana,90,6.0,686
-5.983087074082685,37.421373571823416,236017,4145797,SRM,Syagrus romanzoffiana,61,3.0,687
-5.983140565699445,37.421409074015372,236012.4,4145801,SRM,Syagrus romanzoffiana,68,2.5,688
-5.983148068900687,37.421458622834315,236011.9,4145806,SRM,Syagrus romanzoffiana,67,2.5,689
-5.983174928643064,37.421474974403168,236009.6,4145808,SRM,Syagrus romanzoffiana,67,2.5,690
-5.982956227137977,37.421424272075548,236028.8,4145802,SRM,Syagrus romanzoffiana,69,2.5,691
-5.983029836777805,37.42137177362212,236022.1,4145796,SRM,Syagrus romanzoffiana,73,3.0,692
-5.984368637199916,37.377493330649699,235749.4,4140930,PHC,Phoenix canariensis,222,10.0,693
-5.987952437117647,37.369099122691615,235402.5,4140009,SRM,Syagrus romanzoffiana,100,8.0,694
-5.984438634934985,37.377365053689942,235742.7,4140916,PHC,Phoenix canariensis,196,10.0,695
-5.987980592168547,37.369140039814511,235400.1,4140013,SRM,Syagrus romanzoffiana,85,8.5,696
-5.984506186618378,37.377237739534898,235736.3,4140902,PHC,Phoenix canariensis,210,10.0,697
-5.97311802675999,37.398784323032913,236820.3,4143262,TFO,Trachycarpus fortunei,25,3.0,698
-5.97652929823196,37.383384973703421,236464.3,4141562,TFO,Trachycarpus fortunei,43,9.0,699
-5.984579110839616,37.377308523120938,235730.1,4140910,PHC,Phoenix canariensis,215,10.0,700
-5.976488059806746,37.383375830568461,236467.9,4141561,TFO,Trachycarpus fortunei,43,9.0,701
-5.984432024696015,37.377602650295323,235744.2,4140943,PHC,Phoenix canariensis,206,9.5,702
-5.972614785136683,37.386584261002021,236822.2,4141906,TFO,Trachycarpus fortunei,44,4.0,703
-5.984354389477745,37.377754727956663,235751.6,4140959,PHC,Phoenix canariensis,210,9.0,704
-5.972621218987502,37.386564185640957,236821.5,4141904,TFO,Trachycarpus fortunei,67,3.5,705
-5.952365592605131,37.374662834756414,238573.9,4140527,PHC,Phoenix canariensis,140,7.0,706
-5.97260027714492,37.38657147049809,236823.4,4141905,TFO,Trachycarpus fortunei,77,3.0,707
-5.948227237171661,37.375248231262908,238942.5,4140581,PHC,Phoenix canariensis,105,4.0,708
-5.972637109226488,37.386517651431966,236820,4141899,TFO,Trachycarpus fortunei,55,3.5,709
-5.948414502013986,37.376143276475986,238929,4140680,PHC,Phoenix canariensis,210,1.5,710
-5.97262042882833,37.386532758428586,236821.5,4141901,TFO,Trachycarpus fortunei,47,2.5,711
-5.985242359083555,37.375945582991179,235666.6,4140761,PHC,Phoenix canariensis,179,7.0,712
-5.972609330097403,37.386520512893952,236822.4,4141899,TFO,Trachycarpus fortunei,96,0.5,713
-5.966981304882124,37.411648893927072,237408.6,4144672,TFO,Trachycarpus fortunei,57,4.0,714
-5.985188241640505,37.375924784097975,235671.3,4140759,PHC,Phoenix canariensis,165,8.0,715
-5.982613529391287,37.415457926775495,236038.2,4145139,TFO,Trachycarpus fortunei,314,1.4,716
-5.982638308344911,37.415478836348882,236036,4145141,TFO,Trachycarpus fortunei,229,1.5,717
-5.982670169558208,37.415473256201601,236033.2,4145141,TFO,Trachycarpus fortunei,74,2.0,718
-5.985074060865605,37.375884147399347,235681.3,4140754,PHC,Phoenix canariensis,178,6.5,719
-5.967531929227522,37.392943789295501,237294.5,4142598,TFO,Trachycarpus fortunei,36,3.0,720
-5.985023399402219,37.375859386557742,235685.7,4140751,PHC,Phoenix canariensis,162,5.0,721
-6.007105997147643,37.396000493861905,233801.1,4143048,TFO,Trachycarpus fortunei,70,4.0,722
-6.007239573827572,37.395612884145855,233787.9,4143006,TFO,Trachycarpus fortunei,75,4.0,723
-5.984960135470961,37.375881258606654,235691.3,4140753,PHC,Phoenix canariensis,183,6.0,724
-6.006803073736484,37.396355740816183,233829.2,4143087,TFO,Trachycarpus fortunei,50,4.0,725
-5.985003161794143,37.375898553333585,235687.6,4140755,PHC,Phoenix canariensis,192,7.0,726
-6.006662830159388,37.396539971573006,233842.3,4143107,TFO,Trachycarpus fortunei,60,4.0,727
-5.9851049229753,37.37593635014219,235678.7,4140760,PHC,Phoenix canariensis,188,6.5,728
-6.006736597736271,37.396450061113278,233835.4,4143097,TFO,Trachycarpus fortunei,55,4.0,729
-5.985156102709117,37.375954249788023,235674.2,4140762,PHC,Phoenix canariensis,173,6.0,730
-6.006956959615019,37.396182245631877,233815,4143068,TFO,Trachycarpus fortunei,50,4.0,731
-5.985219171690019,37.375978697108941,235668.7,4140765,PHC,Phoenix canariensis,195,7.0,732
-6.007032456078184,37.396090398776373,233808,4143058,TFO,Trachycarpus fortunei,65,4.0,733
-5.952281512022939,37.374640696739171,238581.3,4140524,PHC,Phoenix canariensis,230,2.0,734
-6.007162873020401,37.395705662836619,233795,4143016,TFO,Trachycarpus fortunei,55,4.0,735
-6.003039764038071,37.379454842938628,234102.7,4141201,TFO,Trachycarpus fortunei,65,7.0,736
-5.952216899027966,37.374714756943369,238587.3,4140532,PHC,Phoenix canariensis,140,2.5,737
-6.003168834804439,37.379364610430962,234090.9,4141191,TFO,Trachycarpus fortunei,70,6.0,738
-6.00445372579872,37.381413476381113,233984.4,4141422,TFO,Trachycarpus fortunei,68,6.0,739
-5.952244085054113,37.374034852244911,238582.5,4140457,PHC,Phoenix canariensis,213,7.0,740
-6.008023595002733,37.383092410169155,233674.2,4141618,TFO,Trachycarpus fortunei,51,5.0,741
-6.008189188927496,37.383271739209277,233660.1,4141639,TFO,Trachycarpus fortunei,49,4.0,742
-6.008153027595046,37.383228688377663,233663.2,4141634,TFO,Trachycarpus fortunei,43,5.0,743
-5.952503429783323,37.374230572308903,238560.2,4140479,PHC,Phoenix canariensis,102,8.0,744
-6.005258645339866,37.405810333951948,233999.4,4144132,TFO,Trachycarpus fortunei,64,5.0,745
-6.007720081892084,37.406233444800421,233783,4144186,TFO,Trachycarpus fortunei,40,5.0,746
-5.952642013527401,37.374139705915539,238547.6,4140470,PHC,Phoenix canariensis,101,6.5,747
-6.007741613143482,37.406153333589877,233780.8,4144177,TFO,Trachycarpus fortunei,46,5.0,748
-5.949035100564463,37.377164559732513,238877.6,4140795,PHC,Phoenix canariensis,117,6.5,749
-6.009008319991494,37.406555471364392,233670.1,4144225,TFO,Trachycarpus fortunei,66,3.0,750
-5.949028320711235,37.377121207309663,238878,4140791,PHC,Phoenix canariensis,116,6.0,751
-6.008927664431544,37.4065976227131,233677.4,4144230,TFO,Trachycarpus fortunei,66,3.0,752
-5.949186596593338,37.376080487102733,238860.4,4140676,PHC,Phoenix canariensis,165,8.0,753
-6.008993967883444,37.406608908957878,233671.5,4144231,TFO,Trachycarpus fortunei,52,4.0,754
-6.007667875912327,37.406427689504866,233788.3,4144207,TFO,Trachycarpus fortunei,39,6.0,755
-5.948826169468874,37.377281506474681,238896.5,4140808,PHC,Phoenix canariensis,132,2.0,756
-6.009037129785315,37.406448413272273,233667.2,4144213,TFO,Trachycarpus fortunei,40,6.0,757
-5.946658348405841,37.3864116026351,239120.2,4141815,PHC,Phoenix canariensis,156,6.0,758
-6.007646340921253,37.406507710692011,233790.5,4144216,TFO,Trachycarpus fortunei,51,6.0,759
-6.009022668478457,37.406501943756133,233668.6,4144219,TFO,Trachycarpus fortunei,40,6.0,760
-5.96690780390642,37.406235360182514,237396.2,4144071,PHC,Phoenix canariensis,30,0.2,761
-6.009224248411228,37.406881828536548,233652.1,4144262,TFO,Trachycarpus fortunei,38,11.0,762
-5.959778461551804,37.404002417116807,238019.6,4143804,PHC,Phoenix canariensis,310,2.5,763
-6.001919763251513,37.410852830293202,234312.8,4144682,TFO,Trachycarpus fortunei,70,3.0,764
-5.950843857062364,37.377868282086624,238719.8,4140879,PHC,Phoenix canariensis,54,NULL,765
-6.003626524900119,37.41558277170973,234178.5,4145212,TFO,Trachycarpus fortunei,110,3.0,766
-5.971276571251429,37.37148437301267,236887.9,4140227,WAX,Washingtonia sp,114,NULL,767
-5.966887498479903,37.406184509641164,237397.8,4144066,PHC,Phoenix canariensis,30,0.2,768
-5.974502669073896,37.344225268652899,236506.8,4137211,WAX,Washingtonia sp,100,6.0,769
-5.950780747584075,37.377986546463795,238725.8,4140891,PHC,Phoenix canariensis,98,0.5,770
-5.974460544972233,37.34408450074875,236510,4137195,WAX,Washingtonia sp,100,6.0,771
-5.945414253385255,37.404382069298791,239292.6,4143806,WAX,Washingtonia sp,165,7.0,772
-5.968470368812095,37.369860176548833,237130.8,4140039,PHC,Phoenix canariensis,140,20.0,773
-5.947977505200758,37.406811381320644,239074.1,4144083,WAX,Washingtonia sp,146,15.0,774
-5.950000472756609,37.385254312173366,238820.2,4141696,PHC,Phoenix canariensis,215,6.0,775
-5.931162586784792,37.411149456363773,240577.8,4144518,WAX,Washingtonia sp,180,6.0,776
-5.951415491835095,37.377596750314261,238668.3,4140850,PHC,Phoenix canariensis,187,5.0,777
-5.939544211175503,37.401705415392769,239803.1,4143493,WAX,Washingtonia sp,111,3.0,778
-5.948162336611282,37.378309611104733,238958.8,4140920,PHC,Phoenix canariensis,197,4.0,779
-5.914491707344999,37.407454947177051,242040.9,4144062,WAX,Washingtonia sp,127,7.0,780
-5.914386896124414,37.40750772274486,242050.3,4144067,WAX,Washingtonia sp,129,7.0,781
-5.95789641602098,37.379660779761927,238101.5,4141097,PHC,Phoenix canariensis,37,NULL,782
-5.9286128445915,37.411579522902962,240805,4144558,WAX,Washingtonia sp,140,20.0,783
-5.948234128994411,37.378179417513437,238952,4140906,PHC,Phoenix canariensis,65,2.5,784
-5.930159602404722,37.402815297418812,240637.8,4143590,WAX,Washingtonia sp,170,10.0,785
-5.929486305004936,37.403099252937899,240698.4,4143620,WAX,Washingtonia sp,147,12.0,786
-5.958740492049362,37.379727951429935,238026.9,4141107,PHC,Phoenix canariensis,247,4.0,787
-5.930243630938752,37.402771673871591,240630.2,4143585,WAX,Washingtonia sp,160,12.0,788
-5.952752819590926,37.382854049121086,238568.1,4141437,PHC,Phoenix canariensis,187,9.0,789
-5.930101103173699,37.402844501338727,240643.1,4143593,WAX,Washingtonia sp,160,12.0,790
-5.927048167024013,37.407917970544659,240930.8,4144148,WAX,Washingtonia sp,140,4.0,791
-5.949501238485087,37.377900271692027,238838.8,4140878,PHC,Phoenix canariensis,48,NULL,792
-5.930218013879093,37.402783842972049,240632.5,4143587,WAX,Washingtonia sp,165,12.0,793
-5.952047472288861,37.377956978996529,238613.5,4140892,PHC,Phoenix canariensis,261,3.0,794
-5.927619410880481,37.403303760818709,240864.4,4143637,WAX,Washingtonia sp,202,7.0,795
-5.926602173889265,37.401893379419477,240949.6,4143478,WAX,Washingtonia sp,140,20.0,796
-5.968873608340716,37.315825762681655,236906.4,4134043,PHC,Phoenix canariensis,194,1.0,797
-5.926552925206772,37.395012577025398,240930.2,4142714,WAX,Washingtonia sp,167,8.0,798
-5.972154293872512,37.313894788696487,236608.8,4133838,PHC,Phoenix canariensis,266,2.0,799
-5.930392587938611,37.402692829802213,240616.7,4143577,WAX,Washingtonia sp,190,12.0,800
-5.930412602206061,37.402696298049207,240615,4143578,WAX,Washingtonia sp,150,8.0,801
-5.972123249650061,37.314028837499571,236612.1,4133853,PHC,Phoenix canariensis,340,1.0,802
-5.929622723925005,37.40060278868129,240677.7,4143343,WAX,Washingtonia sp,159,15.0,803
-5.972201573886138,37.313872154654099,236604.6,4133836,PHC,Phoenix canariensis,281,1.0,804
-5.924235311866672,37.400266265231245,241153.5,4143291,WAX,Washingtonia sp,110,12.0,805
-5.968775333203369,37.316146488897481,236916.2,4134079,PHC,Phoenix canariensis,218,2.0,806
-5.924389325143429,37.400195413190218,241139.6,4143283,WAX,Washingtonia sp,120,12.0,807
-5.972235478544173,37.313916626200125,236601.7,4133841,PHC,Phoenix canariensis,290,2.0,808
-5.919978077133332,37.388829629417707,241491.1,4142010,WAX,Washingtonia sp,170,20.0,809
-5.919745106421087,37.391544104449807,241521.1,4142311,WAX,Washingtonia sp,136,7.0,810
-5.968877329254667,37.315802782028648,236906,4134041,PHC,Phoenix canariensis,225,4.0,811
-5.944939872013062,37.404388219400829,239334.7,4143805,WAX,Washingtonia sp,160,10.0,812
-5.916270956696328,37.393335551248427,241834.9,4142500,WAX,Washingtonia sp,180,12.0,813
-5.934306449566382,37.373442794156155,240169.2,4140342,PHC,Phoenix canariensis,104,NULL,814
-5.919566617601836,37.393640357278372,241544.1,4142543,WAX,Washingtonia sp,84,10.0,815
-5.935521682108499,37.374167349756867,240064,4140425,PHC,Phoenix canariensis,273,1.5,816
-5.919774355333114,37.393929604255824,241526.7,4142575,WAX,Washingtonia sp,84,12.0,817
-5.91945323164891,37.39224676560552,241549.3,4142388,WAX,Washingtonia sp,150,10.0,818
-5.934750029059376,37.373720121680343,240130.8,4140374,PHC,Phoenix canariensis,91,NULL,819
-5.920459587713182,37.392523122968313,241461.2,4142421,WAX,Washingtonia sp,175,12.0,820
-5.934168095739214,37.373357654197704,240181.1,4140332,PHC,Phoenix canariensis,271,0.5,821
-5.920255175560002,37.391729013608987,241476.5,4142332,WAX,Washingtonia sp,112,3.0,822
-6.008643121433395,37.406379967531329,233701.8,4144205,PHC,Phoenix canariensis,210,9.0,823
-5.918122137547624,37.390760799390542,241662.1,4142219,WAX,Washingtonia sp,180,7.0,824
-6.008705944701146,37.40639179310849,233696.3,4144206,PHC,Phoenix canariensis,195,9.0,825
-5.934431470641484,37.373518983988603,240158.4,4140351,PHC,Phoenix canariensis,124,NULL,826
-5.917698721687415,37.390759902819767,241699.6,4142218,WAX,Washingtonia sp,290,6.0,827
-6.006818293364103,37.406282082606126,233863,4144189,PHC,Phoenix canariensis,65,1.0,828
-5.965041614551929,37.391874938856361,237511.3,4142472,PHC,Phoenix canariensis,148,0.5,829
-5.919524967425461,37.392084421682078,241542.4,4142370,WAX,Washingtonia sp,180,8.0,830
-5.934151631851503,37.373251015582667,240182.2,4140320,PHC,Phoenix canariensis,262,1.5,831
-6.006907911685867,37.406297371942507,233855.1,4144190,PHC,Phoenix canariensis,60,1.0,832
-5.957158427350511,37.397522879728285,238229,4143077,PHC,Phoenix canariensis,206,7.0,833
-5.920931924131504,37.38734478120702,241401.5,4141848,WAX,Washingtonia sp,138,12.0,834
-5.935011176653716,37.373850328338285,240108.2,4140389,PHC,Phoenix canariensis,164,1.0,835
-6.006259054938543,37.406188640399407,233912.2,4144177,PHC,Phoenix canariensis,110,3.0,836
-5.966892747979132,37.390216014033726,237341.6,4142293,PHC,Phoenix canariensis,289,2.5,837
-5.917574277173888,37.390762975895917,241710.6,4142218,WAX,Washingtonia sp,250,6.0,838
-5.934528957564492,37.373583963301471,240150,4140358,PHC,Phoenix canariensis,189,NULL,839
-6.006192748567974,37.406177262569784,233918,4144175,PHC,Phoenix canariensis,167,9.0,840
-5.958608414255541,37.399562268309893,238107.7,4143308,PHC,Phoenix canariensis,245,3.0,841
-5.92099653570961,37.387316151681382,241395.7,4141845,WAX,Washingtonia sp,176,12.0,842
-5.93496226009079,37.373817753091764,240112.4,4140385,PHC,Phoenix canariensis,215,1.0,843
-6.006870406656436,37.406088291122565,233857.7,4144167,PHC,Phoenix canariensis,95,1.0,844
-5.960318801472972,37.398723691628412,237953.4,4143219,PHC,Phoenix canariensis,NULL,NULL,845
-5.934623445737513,37.373644421533008,240141.8,4140365,PHC,Phoenix canariensis,95,NULL,846
-5.941717459155851,37.39599261173543,239590.9,4142865,WAX,Washingtonia sp,200,7.0,847
-6.008904632410855,37.406425747893088,233678.8,4144210,PHC,Phoenix canariensis,168,6.0,848
-5.965966984880768,37.390872705893102,237425.8,4142364,PHC,Phoenix canariensis,282,0.8,849
-5.917794841795606,37.390763205873071,241691.1,4142219,WAX,Washingtonia sp,230,6.0,850
-5.935054743129634,37.373878891517101,240104.4,4140392,PHC,Phoenix canariensis,284,1.0,851
-6.009355890599761,37.406392176802221,233638.7,4144208,PHC,Phoenix canariensis,200,11.0,852
-5.966118712661327,37.396134621453747,237430.8,4142948,PHC,Phoenix canariensis,200,1.5,853
-5.919608365985684,37.392053796787799,241534.9,4142367,WAX,Washingtonia sp,160,8.0,854
-5.93556147837806,37.37418897803763,240060.6,4140428,PHC,Phoenix canariensis,298,1.0,855
-6.00942708557883,37.406404329347907,233632.5,4144209,PHC,Phoenix canariensis,180,11.0,856
-5.968606262196754,37.394045200474423,237203.2,4142723,PHC,Phoenix canariensis,140,0.4,857
-5.935092561894468,37.373899037256628,240101.1,4140395,PHC,Phoenix canariensis,240,1.0,858
-6.00883823070638,37.406414824518386,233684.7,4144209,PHC,Phoenix canariensis,207,7.0,859
-5.96556202435425,37.394845478940496,237475.6,4142804,PHC,Phoenix canariensis,195,3.0,860
-5.934582467329969,37.373612730270217,240145.3,4140361,PHC,Phoenix canariensis,98,NULL,861
-6.009284465231263,37.406382733240321,233645,4144207,PHC,Phoenix canariensis,95,1.0,862
-5.968709516877703,37.394077477049819,237194.2,4142727,PHC,Phoenix canariensis,90,0.3,863
-5.935304362287308,37.374029027222491,240082.8,4140410,PHC,Phoenix canariensis,155,1.0,864
-6.00724566495752,37.406439159710985,233825.7,4144207,PHC,Phoenix canariensis,198,9.0,865
-5.935255554318087,37.373999242729198,240087,4140406,PHC,Phoenix canariensis,210,1.0,866
-6.009051481839457,37.406394975674964,233665.7,4144207,PHC,Phoenix canariensis,211,5.0,867
-5.969716252317405,37.392742570828425,237100.4,4142582,PHC,Phoenix canariensis,188,4.0,868
-5.935362411272483,37.374067052220227,240077.8,4140414,PHC,Phoenix canariensis,249,1.0,869
-6.008772138709476,37.406403172375107,233690.5,4144208,PHC,Phoenix canariensis,200,7.0,870
-5.968657937055348,37.394061112313942,237198.7,4142725,PHC,Phoenix canariensis,130,0.4,871
-5.959225753864183,37.404669985510147,238070.9,4143876,PHC,Phoenix canariensis,111,0.0,872
-6.009568048348449,37.406429661828106,233620.1,4144213,PHC,Phoenix canariensis,72,1.0,873
-5.967108491071677,37.395490196340432,237340.9,4142879,PHC,Phoenix canariensis,260,4.0,874
-5.967786439623332,37.40398568435571,237310.6,4143824,PHC,Phoenix canariensis,60,0.0,875
-6.009341732009022,37.40644479855672,233640.2,4144214,PHC,Phoenix canariensis,192,22.0,876
-5.919697781747836,37.391965804969658,241526.7,4142357,PHC,Phoenix canariensis,163,6.0,877
-5.96714337424027,37.404388213527952,237368.9,4143867,PHC,Phoenix canariensis,80,0.5,878
-6.008890283849619,37.406479275490618,233680.3,4144216,PHC,Phoenix canariensis,120,9.0,879
-5.918591069847401,37.386969300785793,241607.5,4141800,PHC,Phoenix canariensis,277,2.0,880
-5.939350111100357,37.394529628866366,239795.4,4142696,PHC,Phoenix canariensis,280,2.0,881
-6.008956477956801,37.406490654649126,233674.5,4144218,PHC,Phoenix canariensis,111,9.0,882
-5.967556409826201,37.404127163027212,237331.4,4143839,PHC,Phoenix canariensis,120,0.5,883
-5.917923924257169,37.386958205560354,241666.6,4141797,PHC,Phoenix canariensis,289,2.0,884
-6.009555320756963,37.406481346094345,233621.4,4144218,PHC,Phoenix canariensis,287,1.0,885
-5.966866268786061,37.404561869830061,237394,4143886,PHC,Phoenix canariensis,120,0.5,886
-5.918000563388576,37.386945590076948,241659.8,4141795,PHC,Phoenix canariensis,343,2.0,887
-5.97968866305649,37.407866622350241,236270.4,4144288,PHC,Phoenix canariensis,0,0.0,888
-5.95318327837782,37.408456361791799,238619,4144280,PHC,Phoenix canariensis,244,2.5,889
-5.91744118799423,37.390755719733917,241722.4,4142217,PHC,Phoenix canariensis,280,3.0,890
-5.979816050665269,37.407640847439168,236258.3,4144263,PHC,Phoenix canariensis,96,5.0,891
-5.96667630684648,37.40939083542996,237427.7,4144421,PHC,Phoenix canariensis,180,1.0,892
-5.981868534479791,37.408969836423509,236081.3,4144417,PHC,Phoenix canariensis,185,9.0,893
-5.942063894976696,37.391048471954271,239543.1,4142317,PHC,Phoenix canariensis,300,1.0,894
-5.967743642623693,37.404011718938541,237314.4,4143827,PHC,Phoenix canariensis,250,1.0,895
-5.982691715317464,37.40905105354657,236008.7,4144428,PHC,Phoenix canariensis,200,9.0,896
-5.967280086383182,37.404303413708753,237356.5,4143858,PHC,Phoenix canariensis,180,0.5,897
-5.918332170023707,37.390763180744898,241643.5,4142220,PHC,Phoenix canariensis,270,3.0,898
-5.967674611870998,37.404054181130682,237320.7,4143831,PHC,Phoenix canariensis,250,1.0,899
-5.981815527201656,37.409359170199494,236087.4,4144460,PHC,Phoenix canariensis,182,9.0,900
-5.905443823730843,37.388105646998127,242775.7,4141890,PHC,Phoenix canariensis,NULL,NULL,901
-5.98263174594224,37.409444167637957,236015.4,4144471,PHC,Phoenix canariensis,296,9.0,902
-5.952106376687534,37.412860470531058,238729.6,4144765,PHC,Phoenix canariensis,222,2.5,903
-5.918403357168635,37.390764215712551,241637.2,4142220,PHC,Phoenix canariensis,290,3.0,904
-5.952270074027935,37.412823400377235,238715,4144762,PHC,Phoenix canariensis,240,1.0,905
-5.98061907022404,37.40957552490211,236194,4144480,PHC,Phoenix canariensis,88,4.0,906
-5.917835236927725,37.386974632717568,241674.5,4141798,PHC,Phoenix canariensis,317,3.0,907
-5.982595949534268,37.409640871413067,236019.3,4144493,PHC,Phoenix canariensis,189,9.0,908
-5.95779013266646,37.414650796169148,238232.7,4144980,PHC,Phoenix canariensis,201,2.0,909
-5.900875626324667,37.381386457147343,243157.3,4141132,PHC,Phoenix canariensis,180,6.0,910
-5.961611404117689,37.410770946999854,237880.9,4144560,PHC,Phoenix canariensis,111,0.5,911
-5.97913985678621,37.407970390148407,236319.4,4144298,PHC,Phoenix canariensis,0,0.0,912
-5.918443247721638,37.386960517304658,241620.6,4141798,PHC,Phoenix canariensis,331,3.0,913
-5.952295869425063,37.412835911203622,238712.8,4144763,PHC,Phoenix canariensis,196,2.0,914
-5.918821785546862,37.386984055907902,241587.2,4141802,PHC,Phoenix canariensis,275,2.5,915
-5.982058879301863,37.407987833573458,236061,4144308,PHC,Phoenix canariensis,238,16.0,916
-5.940383401675277,37.425300588298249,239810.5,4146114,PHC,Phoenix canariensis,200,0.5,917
-5.918179317186895,37.386948293827167,241643.9,4141796,PHC,Phoenix canariensis,313,3.0,918
-5.978739851542315,37.408135009200755,236355.4,4144315,PHC,Phoenix canariensis,0,0.0,919
-5.950813648885438,37.387284475715596,238755.2,4141923,PHC,Phoenix canariensis,30,0.0,920
-5.918243044984967,37.390759705355748,241651.4,4142219,PHC,Phoenix canariensis,272,3.0,921
-5.982071173632093,37.408104120161447,236060.3,4144321,PHC,Phoenix canariensis,246,15.0,922
-5.967814159353029,37.416013795003828,237350.2,4145159,PHC,Phoenix canariensis,210,7.0,923
-5.918344851690495,37.38695664015524,241629.3,4141798,PHC,Phoenix canariensis,263,3.0,924
-5.980707447982105,37.409776033009756,236186.9,4144503,PHC,Phoenix canariensis,193,9.0,925
-5.952092989995555,37.387356590701401,238642.2,4141935,PHC,Phoenix canariensis,40,0.0,926
-6.002288610785485,37.409473673956541,234275.3,4144530,PHC,Phoenix canariensis,110,3.0,927
-5.94209654916384,37.391129746183573,239540.5,4142326,PHC,Phoenix canariensis,301,1.0,928
